Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
2015-01-01,10.60412959105257,-0.5164941637051326,-1.2102215509458616,-0.9068224798470924,-0.27476809953067205,-0.8362577847574105,0.08718777790946136,-1.3521335433708883,1.4345727556905645,0.3823293600961635,-0.5156771297961701,0.3988621338010553,-0.7063017753286643,-2.779842975243973,0.9891249413632109,0.040996728199267723,-0.32324104294529105
2015-01-02,10.5549140258922,-0.23953143041600444,-1.0914860235648793,-0.9184303347824704,-0.11490443016121898,-1.0625715409085972,0.5167641906345213,-0.9551005226346752,1.3995546639828302,0.8988302275252107,-1.1939199525619844,0.753612674127945,-0.6713763234410204,-2.637379337170635,0.8637256265819372,0.5387369381177723,-0.3958008097935185
2015-01-05,10.530406916568099,-0.03810434593386292,-1.1871748012567913,-0.8643354257635905,0.2886947855300621,-0.8610946631732161,1.6862554539343655,-1.3488272447663718,0.40832604614184437,1.506525455393758,-1.4287904408214955,0.44116072749925916,-0.3231544617831714,-2.314344862146271,0.6648683646098097,0.7972727496511526,-0.029905549960420528
2015-01-06,10.540757364579436,-0.4261112975038293,-1.1390688873164312,-0.9252120887676565,-0.12890965975861132,-0.9235855584629723,0.4109492625098864,-0.962357680589846,1.421534113494369,0.8247801143072916,-1.2988033095283218,1.5559495720891856,-0.30492369618957293,-2.237552226432741,0.21242618787429166,-0.3163625275277566,0.056723558045618024
2015-01-07,10.593073057462188,-0.5642679690020235,-1.282437957376191,-0.9207558979297021,-0.174057354184655,-0.5961289518981686,0.3128262257739299,-1.6399392874921876,1.3604528031063277,0.31304369906075136,-0.4179367729654868,0.8697195042037849,-0.9857429614199564,-2.5116492809645234,1.0367062331143246,-0.1555961547399789,0.08479836554022134
2015-01-08,10.580394640119403,-0.5343021942188577,-1.2156694825855836,-0.9431079690045234,-0.2424087194205199,-0.6960758970943854,0.4214109847893463,-1.652092723298388,1.0745029915119684,0.524607296119505,-0.5047173211130039,0.508741566433417,-0.9294811212050719,-2.554034341149718,1.0133147417538275,0.06238990481016532,-0.10645279785271881
2015-01-09,10.58317435906406,-0.670593422112275,-1.0511894962904866,-0.9660429239764988,-0.46221073240411503,-0.9693128886520909,0.28186329681449324,-1.3785622246918783,0.6987915104828991,0.8338954797841214,-0.918674221948718,0.5555123630291944,-0.10153903662699701,-2.360946027273411,0.0800867850133153,-0.5468664877279793,-0.18666868339298967
2015-01-12,10.606152883516136,-0.8698119167450006,-0.6061485165780482,-1.0687384780130276,-0.9701820907963166,-1.4943600084517545,-0.16682402970019145,-1.063524581415484,0.4967464159209542,1.0122740278233153,-1.1810912007107826,0.5142651401461279,0.11215285144899603,-2.3319034241498873,-0.3249310751820829,-0.8019969637799811,-0.2759169880630567
2015-01-13,10.627676923459859,-0.8659388541813755,-0.5113343976077488,-1.0886512859127173,-1.0829360330560005,-1.588164511019536,-0.20218332429725197,-1.2960700201922954,0.27866136684479237,0.8771193293877257,-0.7537008493137187,-0.23067117657393008,-0.31219491367973407,-2.654919252546799,0.2691251579325123,-0.4803487990643141,-0.5191057940872422
2015-01-14,10.643774526686462,-0.781329545816379,-0.5431150949234267,-1.0846255077669171,-1.050550213794694,-1.5506465829833713,-0.0044337725743071425,-1.6187550083756277,-0.07934365757186473,0.8674236094167553,-0.33664775819046266,-1.165176296123364,-0.6538519090409923,-2.9481514600366694,0.8972331620815127,0.036944452043894224,-0.7932308987868224
2015-01-15,10.599363504086673,-0.7759106027371147,0.14874875940195414,-1.1615058985115692,-1.3866907404674238,-2.5209702038018587,-0.6245307450506733,-0.5286222578840974,0.004241613027964871,1.238400542769581,-1.435880879004457,0.11850151046222723,0.5908218867176194,-2.28856682410769,-1.0244779471570322,-1.2446686154123512,-0.855740186325961
2015-01-16,10.581083225352643,-0.1926831103048147,-0.8663385586929724,-0.9376921459508388,-0.1469312912452466,-1.3230063291746992,1.5001050560803635,-1.7725719861670057,-0.8964515256966082,1.4698520317531945,-1.2930935878309036,0.010463690473823844,-0.33828282596224807,-2.031004831797098,-0.1082857226436863,-0.256466067751743,-0.8095027790403064
2015-01-19,10.517969321799823,0.15567866009472284,-1.6457003805531532,-0.7748080784899928,0.7639979053355886,-0.6135611525110191,2.2947736557272047,-1.9316106410424678,-0.7867783372489272,1.3705898330584712,-1.257290433655495,0.9083869262239931,-0.526579148664337,-1.7997931112998165,0.15593298280208231,-0.4714511369000379,-0.6307757512309504
2015-01-20,10.523238845305157,-0.09523185652008666,-1.3935817633737402,-0.8959823681139172,0.2025526538079451,-1.0963142794797425,0.675412606738059,-0.966250743148071,0.3796890098374974,0.995494058165602,-1.242890719873076,1.4753247113466563,-0.39964209911204845,-1.8811990089740176,0.027765381657269363,-0.9211008426378821,-0.7776334519943582
2015-01-21,10.558379557537894,-0.08538143202703864,-1.4839998575264604,-0.9321694418222269,0.08539880337482104,-0.9562872613405523,0.2196903542957893,-1.2991087083513555,0.5007803171092993,0.706176274926726,-0.2816649383686176,-0.18910426964730456,-0.8110135081471893,-2.308017959471996,1.118753597094206,0.002737770506426673,-1.0136104310251637
2015-01-22,10.557058228806511,-0.32793830060154916,-1.6521568705537768,-0.9561027486167761,-0.2658534026036071,-0.729693384663091,-0.8179816872101149,-0.9061459706679745,0.9353456929773114,0.9332307622063231,-1.1226925252172089,0.17610084107950708,1.0741971857504709,-1.366473460466477,-1.4085012863427824,-0.9276535623244403,-1.2592242850504818
2015-01-23,10.483692310473291,0.3541793643780362,-2.4024831285246484,-0.7942199596759173,0.8752845670252832,-0.08171985240576765,0.6596252177267221,-1.3634946128877083,0.4372959312429193,1.2745958413164296,-1.0894680334821307,0.12952393163338977,0.7502285144994073,-1.0781907057562954,-0.8688613515122028,-0.23223569667385005,-0.9449063465475457
