Date,Close,returns,volatility,trend,returns_5,signal,acceleration_5,volatility_momentum_5,momentum_10,acceleration_10,volatility_momentum_10,momentum_21,acceleration_21,volatility_momentum_21,momentum_63,acceleration_63,volatility_momentum_63,TSI,momentum_quantile_5,momentum_quantile_10,momentum_quantile_63,MA5,trend_5,trend_10,MA50,trend_50,bb_width,bb_pos,imf_0,imf_0_energy,imf_0_correlation,imf_1,imf_1_energy,imf_1_correlation,imf_2,imf_2_volatility,imf_2_energy,imf_2_correlation,imf_3,imf_3_volatility,imf_3_energy,imf_3_correlation,imf_4,imf_4_volatility,imf_4_energy,imf_4_correlation,imf_5,imf_5_volatility,imf_5_energy,imf_5_correlation,imf_6,imf_6_volatility,imf_6_energy,imf_6_correlation,imf_7,imf_7_volatility,imf_7_energy,imf_7_correlation,imf_8,imf_8_volatility,imf_8_correlation,iceemdan_residual,imf_weighted_sum
2015-01-01,0.10343,0.0,0.005905820041397882,-0.003946679743677894,0.005846245974099063,0.0,-0.020569791575729468,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.4,0.1,0.8095238095238095,0.10532,0.011014052411697763,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,-0.00036616316707375844,1.3407546492148514e-07,0.7515209732283403,-0.000559290362021606,3.128057090502591e-07,0.8851917241635885,-0.0005761868704913668,0.0002504320180658357,3.3199130972663514e-07,0.9759639763491262,0.0005841591376881053,0.00013801957470531705,3.4124189814451076e-07,0.9679094993031985,-0.0018925838805092519,2.973530245597091e-05,3.5818737447634583e-06,-0.9255067890405247,0.0017521043876514931,5.395764510000191e-06,3.069869785227614e-06,-0.9392625752046816,0.002683848041439423,3.2077078615699336e-06,7.203040309538227e-06,0.9428440454386643,-0.005608281583835152,1.8178012726156017e-06,3.145282232358452e-05,-0.9561816270742547,0.10749352444664508,2.0608012688568964e-06,0.9455867800578811,0.0,0.010838751910558466
2015-01-02,0.10509,0.01462677267381429,0.005905820041397882,-0.003946679743677894,0.005846245974099063,0.0,-0.020569791575729468,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.4,0.1,0.8095238095238095,0.10532,0.011014052411697763,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,0.0003236450820463322,1.194108020271311e-07,0.7515209732283403,-9.802129967969293e-05,1.6120694212057763e-07,0.8851917241635885,-0.0002220225140901981,0.0002504320180658357,1.9064265324478366e-07,0.9759639763491262,0.0007793482921093312,0.00013801957470531705,4.743128292791211e-07,0.9679094993031985,-0.0019346359485237518,2.973530245597091e-05,3.6623449990419276e-06,-0.9255067890405247,0.001748845595529309,5.395764510000191e-06,3.0641653511149386e-06,-0.9392625752046816,0.002688384425401386,3.2077078615699336e-06,7.2152255641394826e-06,0.9428440454386643,-0.005610852343048584,1.8178012726156017e-06,3.1467243169539154e-05,-0.9561816270742547,0.10749352444664508,2.0608012688568964e-06,0.9455867800578811,-1.3877787807814457e-17,0.01191774375292684
2015-01-05,0.10535,0.002474069844894844,0.005905820041397882,-0.003946679743677894,0.005846245974099063,0.0,-0.020569791575729468,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.4,0.1,0.8095238095238095,0.10532,0.011014052411697763,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,-0.00022859489642660505,9.702574357551751e-08,0.5547000388372277,0.00021354406584397757,1.2267165076611076e-07,0.8851917241635885,0.00010364853627319625,0.00034001720659416384,1.3067610852038114e-07,0.9307742366477747,0.000990553167475168,0.00020324960550537356,6.432737453844435e-07,0.9125933684123028,-0.001972515774053245,3.998409102791014e-05,3.7385028256575752e-06,-0.9255067890405247,0.0017458567880047136,5.395764510000191e-06,3.0587822088173378e-06,-0.9310486432174171,0.002692536921972325,4.345853428596555e-06,7.226735401487723e-06,0.9312521568029195,-0.005613262474291344,2.4908768629193267e-06,3.148106731478856e-05,-0.9287210403479365,0.10749352444664508,2.9196856107790427e-06,0.9212528945881768,1.3877787807814457e-17,0.011675187535536157
2015-01-06,0.10625,0.008542952064546805,0.005905820041397882,-0.003946679743677894,0.005846245974099063,0.0,-0.020569791575729468,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.4,0.1,0.8095238095238095,0.10532,0.011014052411697763,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,0.0001294332986805292,7.69575523834689e-08,0.6152227457685493,0.0003137751497565764,1.1661744922577355e-07,0.8851917241635885,0.00035842963999117806,0.00040507369086136886,1.3012503309633724e-07,0.9643277961614355,0.0012092996123233594,0.00026947034016493036,8.480566971296894e-07,0.9507112632143049,-0.0020060472530848313,4.889635009670534e-05,3.809933514645481e-06,-0.9255067890405247,0.0017431492951103513,5.395764510000191e-06,3.053729022873932e-06,-0.9392625752046816,0.0026963026441237064,5.364347049551188e-06,7.237563538292915e-06,0.9428440454386643,-0.005614641144941646,3.112683860293992e-06,3.149429296252667e-05,-0.9561816270742547,0.10749352444664508,3.776103777208478e-06,0.9455867800578811,0.0,0.01221637036611627
2015-01-07,0.10648,0.0021647058823530685,0.005905820041397882,-0.003946679743677894,0.005846245974099063,0.0,-0.020569791575729468,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.4,0.1,0.8095238095238095,0.10532,0.011014052411697763,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,-7.880257096780617e-05,6.280801094500234e-08,0.4800095995721032,0.0004193005992719196,1.2845655789057704e-07,0.8851917241635885,0.000500513563957814,0.00043749561378427263,1.5420279201822035e-07,0.9731501173217681,0.0014271134751918603,0.0003346319395548614,1.0857759319185891e-06,0.9441230520011611,-0.0020350542816052935,5.6490869205174114e-05,3.876235997532392e-06,-0.9255067890405247,0.0017407344468786737,5.395764510000191e-06,3.049014501209146e-06,-0.9392625752046816,0.002699678704827014,6.268525067620228e-06,7.247703852493625e-06,0.9428440454386643,-0.005614641144941646,3.6862282460268197e-06,3.1506918345462155e-05,-0.9561816270742547,0.10749352444664508,4.6330980510659944e-06,0.9455867800578811,0.0,0.012157056798059005
2015-01-08,0.10665,0.0015965439519156632,0.005905820041397882,-0.003946679743677894,0.006165554764482195,0.0,-0.020569791575729468,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.2,0.1,0.8095238095238095,0.10596399999999999,0.006473896795138029,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,8.991215300014954e-05,5.368737499702234e-08,0.5159383884186094,0.00023019806599508267,1.1587898984012693e-07,0.8851917241635885,0.0005048742665901375,0.00043617914838349237,1.709853308593385e-07,0.9759639763491262,0.0016355435119971308,0.00039661860534957163,1.3506470398714759e-06,0.9312362437715258,-0.0020593607556017835,6.276154732698907e-05,3.9370244515624515e-06,-0.9255067890405247,0.0017386235733423772,5.395764510000191e-06,3.044647405971258e-06,-0.9392625752046816,0.0027026622170535043,7.060651014607707e-06,7.257150386992781e-06,0.9428440454386643,-0.005614641144941646,4.212743305895751e-06,3.1518941726050594e-05,-0.9505263463032683,0.10749352444664508,5.4918154959313005e-06,0.9350300413585484,0.0,0.01228008224101138
2015-01-09,0.1062,-0.00421940928270037,0.005905820041397882,-0.003946679743677894,0.002111772492202002,0.0,-0.020569791575729468,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.2,0.1,0.8095238095238095,0.106186,0.0001318441225773654,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,-0.00013591290776325332,4.865665263982809e-08,0.4543013512552225,-6.381956050389764e-05,9.990669647766745e-08,0.868703251575435,0.00040075288623346247,0.00041290733650482944,1.6950212299721162e-07,0.9759639763491262,0.0018269410974816277,0.00045352240889832317,1.6345137161280326e-06,0.8576684205699255,-0.0020787905710609976,6.770034554050848e-05,3.991930992529546e-06,-0.9103780084571744,0.0017368280045338786,5.53543821737398e-06,3.04063656473724e-06,-0.9002167984364116,0.0027052502937747656,7.742167631901214e-06,7.265897353417877e-06,0.8983262908122661,-0.005614641144941646,4.692913035339977e-06,3.153036139672853e-05,-0.8858919135174758,0.10749352444664508,6.352786044223061e-06,0.8548843708948635,0.0,0.011916684401566138
2015-01-12,0.10621,9.416195856859488e-05,0.005905820041397882,-0.003946679743677894,0.0016357909149367523,0.0,-0.0023991098009286116,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.4,0.1,0.8095238095238095,0.106358,-0.0013915267304762723,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,-1.5742875579871183e-05,4.260555082628999e-08,0.4526155656950794,-0.0001612486803861859,9.066850153374482e-08,0.7779845973844279,0.00023074893878826107,0.0003832685307177972,1.5496999171654878e-07,0.9719634673873858,0.001996483262538417,0.0005040816011544246,1.928442678811534e-06,0.8066389131218027,-0.002093167623970035,7.130666515591834e-05,4.040608456217898e-06,-0.8763293444473185,0.0017353590704856118,5.9188203124702125e-06,3.0369908820846707e-06,-0.8604098684206444,0.002707440047962352,8.314396180359746e-06,7.273939135904441e-06,0.8567200657982263,-0.005614641144941646,5.127228262744078e-06,3.1541175680147115e-05,-0.8380163534058147,0.10749352444664508,7.216288451769695e-06,0.794280951578591,0.0,0.011971180804032163
2015-01-13,0.10638,0.0016006025797947743,0.005905820041397882,-0.003946679743677894,0.0002473210179863461,0.0,-0.0069397358943577014,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.8,0.1,0.8095238095238095,0.10638399999999999,-3.759963904337234e-05,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,0.00020755104285321085,4.265798244441948e-08,0.4913413086943683,-0.00015510746347899694,8.326737083298299e-08,0.6963982443656519,3.484416996385413e-05,0.00036103501096193736,1.3788600554587336e-07,0.9158773021186194,0.0021398926622925875,0.0005473268656932618,2.2229646707362145e-06,0.7892944851169725,-0.002102315810315766,7.359479401861528e-05,4.082733268449646e-06,-0.8675366559226315,0.001734228101230414,6.213285952367039e-06,3.0337193515305127e-06,-0.8475102277969345,0.002709228592587555,8.77885827362273e-06,7.281270294903275e-06,0.8421793205116808,-0.005614641144941646,5.516122481518924e-06,3.155138292940645e-05,-0.8191642618972212,0.10749352444664508,8.08248329269556e-06,0.7677523103200337,-1.3877787807814457e-17,0.012166485819504467
2015-01-14,0.1059,-0.00451212633953757,0.005905820041397882,-0.003946679743677894,-0.0010880454263917816,0.0,-0.006670561718301382,-0.5318530046585384,0.028908440491153486,-0.017489656591638925,-0.0435818093683924,0.026104611814754097,-0.014876140980231378,-0.20572360979695736,0.05124238615488741,-0.016510251793863562,-0.160920010326973,52.47128925506584,0.2,0.1,0.8095238095238095,0.10626799999999999,-0.003462942748522541,0.001001947180369481,0.1051904,0.016347499391579475,0.031035923053736977,0.37283510991941704,-0.00020837171537833757,4.273406137694862e-08,0.4581005027888974,-0.00014710352588182045,7.710457848237103e-08,0.6782819427250205,-0.00014877753881199847,0.000353121544906577,1.263108805967816e-07,0.8719220217066411,0.0021413891705159543,0.0005824249876595249,2.508200893513676e-06,0.7166812781180693,-0.0021060578536563597,7.460294548256818e-05,4.118007909899445e-06,-0.8204435300985095,0.0017334452543718054,6.419387819981962e-06,3.030830661367875e-06,-0.7885915865010917,0.002710613040621911,9.137499258432812e-06,7.287885571011903e-06,0.778630438245167,-0.005614641144941646,5.8600369295805295e-06,3.1560981528290735e-05,-0.7442308374031336,0.10749352444664508,8.95146949921121e-06,0.6733345564547313,0.0,0.011721089657404551
