Date,Open,High,Low,Close,MA5,MA_dist_5,MA_slope_5,momentum_5,momentum_ma_5,volatility_5,volatility_ratio_5,price_range_5,MA10,MA_dist_10,MA_slope_10,momentum_10,momentum_ma_10,volatility_10,volatility_ratio_10,price_range_10,MA20,MA_dist_20,MA_slope_20,momentum_20,momentum_ma_20,volatility_20,volatility_ratio_20,price_range_20,MA50,MA_dist_50,MA_slope_50,momentum_50,momentum_ma_50,volatility_50,volatility_ratio_50,price_range_50,returns,volatility,hl_volatility,hl_volatility_ma,intraday_intensity,BB_middle_10,BB_upper_10_1.5,BB_lower_10_1.5,BB_width_10_1.5,BB_upper_10_2.0,BB_lower_10_2.0,BB_width_10_2.0,BB_upper_10_2.5,BB_lower_10_2.5,BB_width_10_2.5,BB_middle_20,BB_upper_20_1.5,BB_lower_20_1.5,BB_width_20_1.5,BB_upper_20_2.0,BB_lower_20_2.0,BB_width_20_2.0,BB_upper_20_2.5,BB_lower_20_2.5,BB_width_20_2.5,BB_middle_50,BB_upper_50_1.5,BB_lower_50_1.5,BB_width_50_1.5,BB_upper_50_2.0,BB_lower_50_2.0,BB_width_50_2.0,BB_upper_50_2.5,BB_lower_50_2.5,BB_width_50_2.5,CPI_CPI_diff,CPI_CPI_YOY_diff,INFLATION_INFLATION_diff,INFLATION_INFLATION_YOY_diff,REAL_GDP_REAL_GDP_diff,UNEMPLOYMENT_UNEMPLOYMENT_diff,IMF_0,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,trend
2015-01-15,18.9,19.007,18.712,18.753,18.9492,-0.010353999113419091,-0.013576262363352404,-0.5010000000000012,-0.39700000000000024,0.1281822920687595,,0.02911534154535271,19.0796,-0.017117759282165197,,-0.5410000000000004,,0.18143575538832935,,0.03850050658561304,,,,,,,,,,,,,,,,,-0.00725251455796716,,0.0156084656084657,0.010670499154331593,0.49830508474575463,19.0796,19.35175363308249,18.807446366917507,0.028528232571174712,19.44247151077666,18.71672848922334,0.03803764342823333,19.533189388470824,18.626010611529175,0.04754705428529156,,,,,,,,,,,,,,,,,,,,,-0.47470580645160965,1.4118756953353628,-0.47470580645160965,1.4118756953353628,15630154681416.787,-1.496774193548387,-0.060774410918792224,-0.07933849806948932,-0.08983776953941035,0.004398165567279493,0.014717958492741129,-0.7819548471400313,1.493875638802068,18.251913762805632,18.251913762805632
2015-01-16,18.754,18.939,18.661,18.927,18.924,0.00015852885225111572,-0.011378240290881757,-0.12600000000000122,-0.3135000000000012,0.11430879231275491,,0.02842500132086439,19.0329,-0.005564049619343446,,-0.46699999999999875,,0.14866102380920262,,0.039995773234004224,,,,,,,,,,,,,,,,,0.009278515437529888,,0.014823504319078525,0.011375486402159832,0.622302158273378,19.0329,19.255891535713804,18.8099084642862,0.023432218496792667,19.330222047618406,18.735577952381597,0.03124295799572368,19.404552559523008,18.661247440476995,0.03905369749465469,,,,,,,,,,,,,,,,,,,,,-0.4617441935483839,1.4118756953353628,-0.4617441935483839,1.4118756953353628,15597881855243.48,-1.503225806451613,0.06495553653673948,-0.03120039935159413,-0.06146477750818212,-0.016326232152255385,0.00834152936793016,-0.7824980610695422,1.4937922420441316,18.25140016213277,18.25140016213277
2015-01-19,18.889,18.927,18.761,18.888,18.8912,-0.0001693910392140069,-0.01204920090369004,-0.16399999999999793,-0.14499999999999957,0.08916109016830304,,0.024724692926725893,19.0064,-0.00622948059600964,,-0.264999999999997,,0.14849257370132882,,0.03192503176620065,,,,,,,,,,,,,,,,,-0.0020605484228878312,,0.008788183598920026,0.010887197869769537,0.006024096385528116,19.0064,19.22913886055199,18.783661139448007,0.02343830084097904,19.303385147402658,18.70941485259734,0.0312510677879723,19.37763143425332,18.635168565746678,0.03906383473496519,,,,,,,,,,,,,,,,,,,,,-0.42285935483870674,1.4118756953353628,-0.42285935483870674,1.4118756953353628,15501063376723.566,-1.5225806451612902,-0.0694370790498987,0.047327148630257235,-0.017129016910767993,-0.03637071010630475,0.0016878572453050318,-0.7825800050355937,1.4936268620736486,18.25087494315336,18.25087494315336
2015-01-20,18.905,19.092,18.904,19.092,18.91,0.009624537281861375,-0.010362151978229034,0.09399999999999764,-0.03500000000000014,0.12139398667149977,1.085635984088173,0.022574900481877092,19.008999999999997,0.004366352780262085,,0.0259999999999998,,0.14987327980664242,,0.03158390949088613,,,,,,,,,,,,,,,,,0.010800508259211972,,0.009944459137794173,0.010821702263081122,0.9946808510638232,19.008999999999997,19.23380991970996,18.784190080290035,0.023652998023037723,19.308746559613283,18.70925344038671,0.03153733069738401,19.383683199516604,18.63431680048339,0.03942166337172991,,,,,,,,,,,,,,,,,,,,,-0.409897741935481,1.4118756953353628,-0.409897741935481,1.4118756953353628,15468790550550.26,-1.5290322580645164,0.07155630787879699,0.08758936888506288,0.031289896215218785,-0.05483849413560993,-0.005113324171658785,-0.7822010299506852,1.4933791490203834,18.25033812625849,18.25033812625849
2015-01-21,19.072,19.072,18.848,18.96,18.924,0.0019023462270133886,-0.006582884500299173,0.07000000000000028,0.08199999999999896,0.1225418295930023,1.101054430862457,0.022732067510548383,18.9867,-0.0014062475311664572,-0.0076827795983003015,-0.22299999999999898,-0.29399999999999904,0.1371576951298517,,0.03180379746835432,,,,,,,,,,,,,,,,,-0.00691389063482073,,0.011744966442953031,0.011062452907271505,0.49999999999999206,18.9867,19.192436542694775,18.780963457305223,0.02167164833223005,19.261015390259704,18.712384609740294,0.02889553110964044,19.32959423782463,18.64380576217537,0.03611941388705046,,,,,,,,,,,,,,,,,,,,,-0.3969361290322553,1.4118756953353628,-0.3969361290322553,1.4118756953353628,15436517724376.955,-1.535483870967742,-0.07022123335586687,0.07897496871725561,0.07250976853468863,-0.07080822084262682,-0.011932281179517432,-0.7813615940151161,1.4930488603020091,18.249789731839176,18.249789731839176
2015-01-22,18.959,19.083,18.874,19.083,18.99,0.004897314375987361,0.002153125197897393,0.3299999999999983,0.1999999999999993,0.09263638593987303,0.8556872283446849,0.02258554734580503,18.9696,0.005977985829959441,-0.005765320027673507,-0.17100000000000293,-0.21999999999999958,0.10760545215430858,,0.03128438924697363,,,,,,,,,,,,,,,,,0.006487341772151822,,0.011023788174481757,0.011627841995299953,0.5933014354066938,18.9696,19.13100817823146,18.80819182176854,0.01701756265092162,19.184810904308616,18.754389095691383,0.022690083534562283,19.23861363038577,18.70058636961423,0.028362604418202948,,,,,,,,,,,,,,,,,,,,,-0.38397451612902955,1.4118756953353628,-0.38397451612902955,1.4118756953353628,15404244898203.65,-1.5419354838709678,0.06654419250053509,0.05809613923812062,0.09855409697254565,-0.08335852682982887,-0.018639280074781384,-0.7800623434047107,1.4926359413116361,18.24922978028648,18.24922978028648
2015-01-23,19.095,19.095,18.855,18.888,18.9822,-0.004962543856876294,0.0030754597336714947,-0.038999999999997925,0.14550000000000018,0.10056937903756244,0.9147362641028581,0.017683185091063088,18.9531,-0.0034347943080550144,-0.0041927399397885924,-0.16499999999999915,-0.15959999999999966,0.10603505709591042,,0.028483693350275317,,,,,,,,,,,,,,,,,-0.010218519100770096,,0.012568735271013274,0.011814140738075329,0.8624999999999939,18.9531,19.112152585643866,18.794047414356132,0.01678380693858701,19.16517011419182,18.741029885808178,0.02237840925144922,19.218187642739775,18.688012357260224,0.02797301156431143,,,,,,,,,,,,,,,,,,,,,-0.3710129032258038,1.4118756953353628,-0.3710129032258038,1.4118756953353628,15371972072030.344,-1.5483870967741935,-0.06269195658455923,-0.0006378952540155418,0.10560984369131633,-0.09167010983732014,-0.025104587153992736,-0.7783042107631829,1.4921406239103177,18.24865829199144,18.24865829199144
2015-01-26,18.863,18.976,18.747,18.911,18.9868,-0.003992247245454602,0.00506055729651888,0.022999999999999687,-0.007999999999999119,0.09558608685368909,0.866674677565495,0.01840198826080054,18.939,-0.0014784307513595592,-0.003546173920363627,-0.14099999999999824,-0.1347999999999999,0.10066114775158382,,0.024694622177568543,,,,,,,,,,,,,,,,,0.0012177043625583028,,0.012140168584000383,0.012019277348458972,0.209606986899572,18.939,19.089991721627374,18.788008278372626,0.0159450574610459,19.140322295503168,18.737677704496832,0.021260076614728122,19.190652869378958,18.687347130621042,0.026575095768409964,,,,,,,,,,,,,,,,,,,,,-0.33212806451612664,1.4118756953353628,-0.33212806451612664,1.4118756953353628,15275153593510.428,-1.567741935483871,0.05978774283516417,-0.07757280712442718,0.09189321755583228,-0.09545998312280823,-0.031198468713693573,-0.776088193948961,1.4915632051737957,18.2480752873451,18.2480752873451
2015-01-27,18.914,18.946,18.745,18.836,18.9356,-0.005259933669912881,0.001353781068217913,-0.2560000000000002,-0.11650000000000027,0.09369258241718345,0.8593324324772461,0.018581439796134948,18.922800000000002,-0.004587058997611545,-0.004534694092271793,-0.1620000000000026,-0.1724000000000004,0.1031167622972426,,0.023040985347207343,,,,,,,,,,,,,,,,,-0.003965945745862398,,0.01062704874695995,0.012163925356089598,0.38805970149255103,18.922800000000002,19.077475143445866,18.768124856554138,0.016348018627884264,19.129033524594487,18.716566475405518,0.021797358170512225,19.18059190574311,18.665008094256894,0.027246697713140564,,,,,,,,,,,,,,,,,,,,,-0.3191664516129009,1.4118756953353628,-0.3191664516129009,1.4118756953353628,15242880767337.121,-1.5741935483870968,0.027973764171967667,-0.08160504112584306,0.05651249485836464,-0.09505679012951886,-0.036793905870824956,-0.773415290820431,1.4909039821777776,18.247480786738507,18.247480786738507
2015-01-28,18.835,18.993,18.755,18.769,18.897399999999998,-0.006794585498534148,-0.0014056224899599427,-0.1910000000000025,-0.22350000000000136,0.11723608659453197,1.0902553576355427,0.01864777025947029,18.9107,-0.007493112364957414,-0.0040028019613729884,-0.12100000000000222,-0.15200000000000102,0.11392595060925105,,0.02312323512174317,19.0222,-0.013310763213508594,,,,0.17347215763252896,,0.041184932601630336,,,,,,,,,-0.003557018475260132,,0.012636049907087844,0.011990536979075466,0.27731092436975896,18.9107,19.081588925913874,18.739811074086123,0.0180732522766344,19.138551901218502,18.682848098781495,0.024097669702179574,19.195514876523127,18.62588512347687,0.030122087127724375,19.0222,19.282408236448795,18.761991763551208,0.027358374577997644,19.36914431526506,18.675255684734942,0.03647783277066365,19.455880394081323,18.58851960591868,0.04559729096332928,,,,,,,,,,,-0.3062048387096752,1.4118756953353628,-0.3062048387096752,1.4118756953353628,15210607941163.816,-1.5806451612903225,-0.057948611901949824,-0.009646016428308835,0.0025241900156227387,-0.09089580662759408,-0.04178531838247884,-0.770286499235965,1.4901632519979495,18.246874810562723,18.246874810562723
2015-01-29,18.921,18.942,18.756,18.922,18.865199999999998,0.003010834764540139,-0.006571879936808872,-0.1609999999999978,-0.17600000000000016,0.06314823829688877,0.6250602279807307,0.01849698763344244,18.9276,-0.00029586424057995517,-0.0022140688259108276,0.16900000000000048,-0.08400000000000034,0.09956259895719163,,0.022936264665468633,19.0036,-0.004293923256646011,,-0.3719999999999999,,0.1623843394056566,,0.04085191840186025,,,,,,,,,0.008151739570568584,0.007014188089919392,0.009830347233232914,0.011412725141552189,0.005376344086028078,18.9276,19.07694389843579,18.778256101564214,0.01578054253426615,19.126725197914386,18.728474802085618,0.02104072337902153,19.17650649739298,18.67869350260702,0.026300904223776914,19.0036,19.247176509108485,18.760023490891513,0.025634775422392186,19.328368678811312,18.678831321188685,0.034179700563189454,19.40956084851414,18.597639151485858,0.042724625703986725,,,,,,,,,,,-0.29324322580644946,1.4118756953353628,-0.29324322580644946,1.4118756953353628,15178335114990.512,-1.5870967741935487,0.057628425554266414,0.07832315264319124,-0.0533680176694247,-0.08336452613449086,-0.046114908258400665,-0.7667028170539841,1.4893413117100787,18.246257379208764,18.246257379208764
2015-01-30,18.919,19.007,18.748,18.769,18.8414,-0.003842601929792998,-0.0074174753189829795,-0.11900000000000333,-0.14000000000000057,0.07391413937806848,0.7620958700324012,0.013959188022803585,18.9118,-0.007550841273702194,-0.0021790630556478715,-0.15800000000000125,-0.08260000000000076,0.11149070713641142,,0.01864777025947029,18.97235,-0.010718229423345046,,-0.625,,0.14218197198624086,,0.04033246310405445,,,,,,,,,-0.008085826022619313,0.0070311057387850056,0.013689941328822895,0.011299368842526624,0.5791505791505867,18.9118,19.079036060704617,18.744563939295382,0.01768589565293809,19.134781414272823,18.688818585727176,0.023581194203917452,19.19052676784103,18.63307323215897,0.029476492754896815,18.97235,19.18562295797936,18.75907704202064,0.022482503008784863,19.256713943972482,18.687986056027516,0.029976670678380193,19.327804929965602,18.616895070034396,0.03747083834797515,,,,,,,,,,,-0.28028161290322373,1.4118756953353628,-0.28028161290322373,1.4118756953353628,15146062288817.205,-1.5935483870967744,-0.05848566083068419,0.07256580883063447,-0.0939065576485648,-0.0728289023971216,-0.04974641727892958,-0.7626652421329094,1.488438458389851,18.24562851306772,18.24562851306772
2015-02-02,18.714,18.815,18.687,18.772,18.8136,-0.002211166390271002,-0.009122126951355563,-0.1390000000000029,-0.1290000000000031,0.06700970079026028,0.7070559422846587,0.017046665246111245,18.9002,-0.0067829970053228635,-0.0020486826125982573,-0.11600000000000321,-0.07760000000000175,0.11995536206809594,,0.021734498188791695,18.9533,-0.009565616541710427,,-0.3810000000000002,,0.14222780096880772,,0.032122309823140745,,,,,,,,,0.000159838030795445,0.006559778191812375,0.006839799080902005,0.011104530390724824,0.4531249999999983,18.9002,19.080133043102144,18.72026695689786,0.019040332176605793,19.140110724136193,18.66028927586381,0.02538710956880785,19.20008840517024,18.600311594829762,0.031733886961009906,18.9533,19.16664170145321,18.73995829854679,0.022512354202509324,19.237755601937614,18.668844398062383,0.03001647227001268,19.308869502422016,18.59773049757798,0.03752059033751566,,,,,,,,,,,-0.16706214285713372,1.4118756953353628,-0.16706214285713372,1.4118756953353628,15152917103074.102,-1.592857142857143,0.03145029107439359,-0.008267098654947874,-0.11315316534518705,-0.05965230018266239,-0.052645588836476735,-0.7581753596987353,1.4874549891130229,18.244988232530588,18.244988232530588
2015-02-03,18.774,18.901,18.646,18.761,18.7986,-0.002000148947262093,-0.007235049325080824,-0.07499999999999929,-0.1070000000000011,0.06910354549514817,0.7717290026899357,0.019242044667128654,18.8671,-0.005623545748949304,-0.0029435390111400865,-0.3309999999999995,-0.11140000000000114,0.1060067607906776,,0.023932626192633553,18.93805,-0.009348903398185202,,-0.3049999999999997,,0.14581403982651406,,0.03294067480411484,,,,,,,,,-0.0005859791178349782,0.006506250470404489,0.01358261425375514,0.011468345902320919,0.05098039215686952,18.8671,19.026110141186017,18.708089858813985,0.01685581156468308,19.079113521581355,18.655086478418646,0.02247441541957744,19.132116901976694,18.602083098023307,0.028093019274471803,18.93805,19.15677105973977,18.71932894026023,0.023098582983968344,19.229678079653027,18.646421920346974,0.030798110645291,19.302585099566286,18.573514900433715,0.03849763830661403,,,,,,,,,,,-0.11693321428570869,1.4118756953353628,-0.11693321428570869,1.4118756953353628,15172480923289.205,-1.5892857142857144,0.06412463720886702,-0.07365471423429124,-0.10790242090922073,-0.04428239003372147,-0.05477475006692407,-0.7532381209084412,1.486391200955267,18.244336557988465,18.244336557988465
2015-02-04,18.762,18.86,18.715,18.742,18.7932,-0.0027243896728602855,-0.005513986050991075,-0.02699999999999747,-0.05099999999999838,0.072943128531753,0.8623757589802403,0.01926155159534738,18.8453,-0.005481472834075384,-0.0034583595530570947,-0.21799999999999997,-0.1308000000000007,0.10718835964993002,,0.023956888272329422,18.916000000000004,-0.00919856206386144,-0.005582950447371893,-0.44099999999999895,,0.14005337328469855,,0.032974068936079313,,,,,,,,,-0.0010127391930067065,0.006298996692881661,0.00772838716554736,0.01106668797458035,0.1379310344827561,18.8453,19.006082539474896,18.684517460525107,0.017063409919172875,19.059676719299862,18.63092328070014,0.022751213225563956,19.113270899124828,18.577329100875176,0.02843901653195504,18.916000000000004,19.12608005992705,18.705919940072956,0.022211890455386737,19.196106746569402,18.635893253430606,0.029615853940515777,19.26613343321175,18.56586656678826,0.03701981742564444,,,,,,,,,,,-0.06680428571428365,1.4118756953353628,-0.06680428571428365,1.4118756953353628,15192044743504.305,-1.5857142857142859,-0.005705638406045268,-0.07277763831415414,-0.07696228293446308,-0.027520638830390163,-0.056091572211258774,-0.7478631301283917,1.485247390992346,18.24367350983236,18.24367350983236
2015-02-05,18.741,18.861,18.694,18.771,18.762999999999998,0.0004263710494058878,-0.0054173822699997804,-0.1509999999999998,-0.08899999999999864,0.012509996003162474,0.16337711268018473,0.01923179372436208,18.814100000000003,-0.0022908350651906057,-0.005996534161753121,-0.3119999999999976,-0.2270000000000003,0.06887097437316449,,0.023919876405092858,18.891849999999998,-0.0063969383623095274,-0.005880464754046638,-0.48300000000000054,,0.11872137882233295,,0.03260348409781036,,,,,,,,,0.0015473268594601297,0.006229843163525969,0.008910943919748232,0.010855403549106999,0.17964071856287936,18.814100000000003,18.91740646155975,18.710793538440257,0.01098181274254381,18.95184194874633,18.676358051253676,0.014642416990058287,18.986277435932916,18.64192256406709,0.01830302123757314,18.891849999999998,19.0699320682335,18.713767931766498,0.018852792948652514,19.129292757644663,18.654407242355333,0.02513705726486977,19.18865344705583,18.595046552944165,0.031421321581087396,,,,,,,,,,,-0.016675357142858616,1.4118756953353628,-0.016675357142858616,1.4118756953353628,15211608563719.406,-1.5821428571428573,-0.08490656947846015,-0.0335690853994251,-0.028613735326315556,-0.010319856313658513,-0.05655273086848676,-0.7420609873669531,1.4840238562999608,18.24299910845334,18.24299910845334
2015-02-06,18.767,19.067,18.723,19.053,18.819799999999997,0.012391205007492304,-0.0011464116254632326,0.2840000000000025,0.06650000000000134,0.13091867704800644,1.6445785279780025,0.02209625780716944,18.8306,0.01181056365702635,-0.004293615626222731,0.16499999999999915,-0.16240000000000024,0.10087307756669278,,0.02209625780716944,18.891849999999998,0.008530133364387437,-0.004243016811307017,0.0,,0.11872137882233295,,0.029024300635070634,,,,,,,,,0.015023174045069476,0.006826479993994787,0.018330047423669272,0.0114315347643726,0.8313953488372103,18.8306,18.98190961635004,18.67929038364996,0.016070610214230105,19.032346155133386,18.628853844866615,0.021427480285639885,19.082782693916734,18.578417306083267,0.026784350357050048,18.891849999999998,19.0699320682335,18.713767931766498,0.018852792948652514,19.129292757644663,18.654407242355333,0.02513705726486977,19.18865344705583,18.595046552944165,0.031421321581087396,,,,,,,,,,,0.03345357142856642,1.4118756953353628,0.03345357142856642,1.4118756953353628,15231172383934.506,-1.5785714285714287,0.09126114078271605,-0.0036286145057966538,0.02594002387415105,0.0063503759227168345,-0.05611512484777484,-0.735842069422282,1.482720893953822,18.242313374242446,18.242313374242446
2015-02-09,19.028,19.033,18.923,18.953,18.856,0.005144251166737258,0.002253688820853035,0.18100000000000094,0.2325000000000017,0.13916177636118574,1.65740232999896,0.02221284229409589,18.8348,0.006275617474037318,-0.0034602808435889748,0.04199999999999804,-0.13079999999999997,0.10536687229758711,,0.02221284229409589,18.8869,0.003499780270981406,-0.003503347701983191,-0.0990000000000002,,0.11364807174135676,,0.025431330132432824,,,,,,,,,-0.005248517293864552,0.00692759323437813,0.005780954383014662,0.010795613344274028,0.6818181818181569,18.8348,18.992850308446382,18.67674969155362,0.016782796572979874,19.045533744595176,18.624066255404827,0.0223770620973065,19.09821718074397,18.571382819256034,0.027971327621633124,18.8869,19.057372107612036,18.716427892387966,0.018051888622488074,19.114196143482715,18.659603856517286,0.024069184829984224,19.17102017935339,18.60277982064661,0.03008648103748,,,,,,,,,,,0.18384035714285574,1.4118756953353628,0.18384035714285574,1.4118756953353628,15289863844579.81,-1.567857142857143,-0.09233530148384259,0.00960591248627748,0.07520619014306926,0.021520476284993283,-0.054736233522227354,-0.7292161725286537,1.4813388010296542,18.24161632759073,18.24161632759073
