Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
2015-01-01,8.20969434902493,-3.7763597281618435,8.704862391507286,0.34859509854307197,-1.032248543292062,2.8884627669139142,1.7883280424833623,-2.4312916881179887,0.8189814173508452,-1.7486171170716671,0.08990866106936943,0.06504221103690562,0.521457369965723,3.937354233651526,2.7936372238991805,3.4510878696000775,0.303303599553267,-0.9718700592579369
2015-01-02,8.537640605097852,-3.8012300051974646,9.126730025999201,0.6093004899950556,-0.9434015903569626,2.3355160237021924,1.9415123703162043,-1.71477610029338,2.0670781285425175,-1.2249121130490475,-2.3986087996708108,0.3436239229868568,-0.4820679235774465,1.0293094571328287,2.956670013330463,2.9041158144783883,0.7813680945498799,-0.14150845102110904
2015-01-05,8.606797010559346,-3.926664631249611,8.982166411753422,0.4809138643348645,-1.0471237708187275,2.5967339383839856,1.901484975218813,-1.8272489447468347,1.0412086687681381,-0.9303234886179519,-1.0944347810976778,1.637763501787691,-1.213833174922064,2.724985714160812,2.819210246604761,2.2883310997794353,0.8319141011590389,0.14274746657379975
2015-01-06,8.660288334926264,-4.066296861170194,9.164066730306928,0.6369068793290074,-1.1221452268520478,2.246813237879946,1.8000014579535117,-1.7790851525951656,1.7354094106985205,-1.0425550277088012,-1.90339981286026,1.5022157832059662,-1.7771122813395754,1.5566649167136877,2.8000412232850174,2.3976002367055154,1.018448332231461,0.2808228087374905
2015-01-07,8.69152372596392,-4.144931560202698,9.055841252756673,0.5500409110508246,-1.1433223351003423,2.4743191553247064,1.8227799465545962,-1.8112222725576776,1.125422003943541,-0.9380182758468052,-1.2069435728864384,2.011144751974917,-2.1544784237309154,2.4024035757126962,2.767906069064003,2.2350759318855986,0.8471014749161258,0.2974542360523377
2015-01-08,8.759931312137141,-4.179106248046137,9.014331881109229,0.4999474898889394,-1.1400985475164007,2.573409761704496,1.843017655628963,-1.8729969720087682,1.25624493765892,-1.460626395271942,-1.1316399831951018,1.2624774148920717,-1.7178975666185134,2.250089712531526,2.977987182291246,2.268600253216531,0.43664002428038573,0.24881802744074855
2015-01-09,8.520584763136345,-3.8247938130188706,8.145938278046325,-0.12959222810922533,-0.7453713549153355,4.153837017011467,2.3240045538467173,-1.5567176672287983,-0.4824375967597415,-1.0668716995734164,-0.9116017829947249,1.0028807017909107,-1.5299399595524792,1.684283956044973,3.2546278595089344,3.0407973367224908,-0.16054045703240086,-0.2804530688767705
2015-01-12,8.455178885224823,-3.764780628328687,7.956981879255783,-0.30615569766934786,-0.8050517473274497,4.421194325892334,2.2900440858139164,-1.755310883680465,-0.2635654134336757,-1.9062854612431386,-0.9151895011121225,-0.2565181983893099,-0.6245391531798918,1.1587550854617796,3.57260563815753,2.8775763443799134,-0.6052727420132072,0.07519921622964883
2015-01-13,8.534861996237398,-4.056257274050393,8.211261620840652,-0.09139966706148805,-1.0395823537656361,3.8358941440897283,2.028141783589102,-1.9732038532433462,0.8193771666506691,-2.640079442908174,-1.4185834601521075,-1.4459915808168093,-0.2257880344824695,0.4813878202490552,3.6200166951920516,2.9487731635606096,-0.7116525162518273,0.336358870162847
2015-01-14,8.533507509032978,-3.851248956010114,7.824681061980986,-0.41885678855154224,-0.8536632178146831,4.642260724608723,2.3065302262728107,-1.7311645705144283,-0.9521371897765237,-1.6165788674205448,-0.2497332362576385,0.3540885232877314,-0.9763674412029234,2.043726119228804,3.4476224292861932,2.296090423950382,-0.5573650660755403,0.6682827181299941
2015-01-15,9.742047229362603,-4.338041107254984,10.065533302145427,0.986496027459327,-0.8615279766429468,1.5032081183127772,1.9290899210081387,-1.2453323854997016,2.7032895774252723,-1.865365000568271,-2.325537362449225,0.41218335068632134,-1.6441735718506876,0.8485225246263772,3.221056432722986,1.0440470295660025,0.058165164769171315,1.4154344903170188
2015-01-16,10.164249930059656,-4.464435701361098,10.370567039108252,1.061371530823668,-0.7076760874533926,1.584304323986837,2.0974888226889874,-0.9814578066807758,1.1304218017859269,-0.8427373132680968,-0.7961709114020961,2.1317436430196115,-2.06976424454646,2.5354354358861158,3.2151897105347422,0.3882608137127501,-0.15753987854659357,1.5746357975663654
2015-01-19,9.987910717965493,-3.885915206967357,9.302229558164871,0.3086288869842843,-0.04358191162421042,3.3376596637331115,2.848932839104761,-0.23353686664280143,-0.7263786318893399,0.2711238862473481,-1.2040663524244086,1.933467482849784,-1.876982378345519,1.7572121996687542,3.205559268871531,1.5690294134071676,-0.4669401005889131,0.8251356299329017
2015-01-20,9.865515164654816,-4.2839662583056155,9.331378985697478,0.4810882556041818,-0.3827794881365157,2.6925805331369315,2.3206265061102127,-1.0409038394101573,1.0805723318142333,-1.7755323374912448,-1.4853285378572747,-1.8579165466933731,0.3049535928070573,0.6447026350669665,3.280897596680367,2.902410346634319,-0.7342412943966113,0.4050468254680166
2015-01-21,9.619590857060832,-3.711050970904263,7.923261773530237,-0.5371149186068274,-0.3352458287156201,5.182735859821182,2.8459983026551483,-0.8862240871788784,-2.6862254880468344,0.12609527696878223,-0.5525740851593451,0.39999630755163973,0.12398348060459663,-0.23645726107899928,3.7178321868032174,2.1074236371089357,-1.0907841979930473,1.2263885251345146
