Date,Close,returns,volatility,trend,returns_5,signal,acceleration_5,volatility_momentum_5,momentum_10,acceleration_10,volatility_momentum_10,momentum_21,acceleration_21,volatility_momentum_21,momentum_63,acceleration_63,volatility_momentum_63,TSI,momentum_quantile_5,momentum_quantile_10,momentum_quantile_21,momentum_quantile_63,MA5,trend_5,trend_10,trend_50,bb_width,bb_pos,imf_0,imf_0_energy,imf_0_correlation,imf_1,imf_1_volatility,imf_1_energy,imf_1_correlation,imf_2,imf_2_volatility,imf_2_energy,imf_2_correlation,imf_3,imf_3_volatility,imf_3_energy,imf_3_correlation,imf_4,imf_4_volatility,imf_4_energy,imf_4_correlation,imf_5,imf_5_volatility,imf_5_energy,imf_5_correlation,imf_6,imf_6_volatility,imf_6_energy,imf_6_correlation,imf_7,imf_7_volatility,imf_7_energy,imf_7_correlation,imf_8,imf_8_volatility,imf_8_energy,imf_8_correlation,imf_9,imf_9_volatility,imf_9_correlation,iceemdan_residual,imf_weighted_sum
2015-01-01,0.1332,0.0,0.00795073325157157,0.026662802492392324,0.004025563662052178,0.0,-0.011365796175922593,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.4,0.2,0.2857142857142857,0.7777777777777778,0.13472,0.008758907363420328,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.00019616634214732738,3.848123379146231e-08,0.7851285296633739,-0.0007034732536749502,0.000409141802518396,4.948746186360209e-07,0.8774092662592945,-0.001794379084855646,7.647974320783852e-05,4.698624522059284e-06,-0.540533259719727,-0.00044358826489268274,0.00018095064977247466,1.9677054875050087e-07,0.9622908101764424,-0.0033196948090592785,5.4571124497353036e-05,1.36011520883703e-05,-0.9080662051353704,-0.0028105071730968527,5.5883202182612595e-06,7.898950570028862e-06,-0.9277095464852655,-0.0002705303294147916,4.98736875071463e-06,7.318665913327567e-08,-0.9390195086860718,0.00349083773639891,8.91604905912452e-06,1.2185948101866665e-05,0.9618429518720136,0.005570005187796133,1.6531290740137172e-06,3.1024957792075834e-05,0.9503239879718558,0.1346179947923736,1.6933150673381286e-06,-0.9552023298531335,0.0,0.011848250142580482
2015-01-02,0.1343,0.008258258258258211,0.00795073325157157,0.026662802492392324,0.004025563662052178,0.0,-0.011365796175922593,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.4,0.2,0.2857142857142857,0.7777777777777778,0.13472,0.008758907363420328,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,0.00017319094319243877,3.4238168297674436e-08,0.7851285296633739,-0.0001248593676196601,0.000409141802518396,2.552322401592012e-07,0.8774092662592945,-0.001794379084855646,7.647974320783852e-05,4.758934756566685e-06,-0.540533259719727,-0.00018768540186422507,0.00018095064977247466,1.1599817941171826e-07,0.9622908101764424,-0.0033196948090592785,5.4571124497353036e-05,1.36011520883703e-05,-0.9080662051353704,-0.002817966336029559,5.5883202182612595e-06,7.91994242051236e-06,-0.9277095464852655,-0.00027596502448652493,4.98736875071463e-06,7.467167693656199e-08,-0.9390195086860718,0.0035034469339011074,8.91604905912452e-06,1.2230044260263867e-05,0.9618429518720136,0.005572343065352956,1.6531290740137172e-06,3.1037982515031506e-05,0.9503239879718558,0.1346179947923736,1.6933150673381286e-06,-0.9552023298531335,0.0,0.012545945254292055
2015-01-05,0.1347,0.0029784065524942616,0.00795073325157157,0.026662802492392324,0.004025563662052178,0.0,-0.011365796175922593,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.4,0.2,0.2857142857142857,0.7777777777777778,0.13472,0.008758907363420328,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.00012638878219099477,2.8150153619690528e-08,0.42767987867589646,0.000332555270810833,0.0005191944536386299,2.0701916282082293e-07,0.8774092662592945,-0.001794379084855646,7.647974320783852e-05,4.7156769783085476e-06,0.10869128805271529,7.452024153073752e-05,0.0002590606425667663,7.918320840707866e-08,0.9622908101764424,-0.0033196948090592785,7.296410145444062e-05,1.36011520883703e-05,-0.9080662051353704,-0.0028217263719260625,5.710332797788791e-06,7.934008186349247e-06,-0.9277095464852655,-0.00028095260927763816,5.212738085861745e-06,7.609257417767905e-08,-0.9390195086860718,0.0035159159738455442,1.2539183999335807e-05,1.2273917885223331e-05,0.9618429518720136,0.005574629024987798,2.311967174574178e-06,3.1050817932099806e-05,0.9503239879718558,0.1346179947923736,1.6933150673381286e-06,-0.9552023298531335,0.0,0.012541829369326138
2015-01-06,0.1355,0.005939123979213257,0.00795073325157157,0.026662802492392324,0.004025563662052178,0.0,-0.011365796175922593,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.4,0.2,0.2857142857142857,0.7777777777777778,0.13472,0.008758907363420328,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,6.956845230006502e-05,2.23225576036245e-08,0.5269932182176039,0.0005998776218137421,0.0005710228930006912,2.4522766240384495e-07,0.8774092662592945,-0.001794379084855646,7.647974320783852e-05,4.5669054247626384e-06,0.7434360046474053,0.00034060295085559827,0.0003375794911128939,8.838999883819427e-08,0.9622908101764424,-0.0033196948090592785,8.869520903584861e-05,1.36011520883703e-05,-0.9080662051353704,-0.0028217135466260574,5.5883202182612595e-06,7.941022974565187e-06,-0.9277095464852655,-0.0002854936220374882,6.444318714938943e-06,7.744608268928034e-08,-0.9390195086860718,0.0035282442432901418,1.6097428237799173e-05,1.2317565273995006e-05,0.9618429518720136,0.005576862981474178,2.9512806648755633e-06,3.106346362760912e-05,0.9503239879718558,0.1346179947923736,1.6933150673381286e-06,-0.9552023298531335,-2.7755575615628914e-17,0.012967559350118079
2015-01-07,0.1359,0.002952029520295163,0.00795073325157157,0.026662802492392324,0.004025563662052178,0.0,-0.011365796175922593,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.4,0.2,0.2857142857142857,0.7777777777777778,0.13472,0.008758907363420328,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,-7.763938302030539e-05,1.9063620842054335e-08,0.299314241414645,0.0007113906458693008,0.0005818037068975283,2.9739746012914415e-07,0.8774092662592945,-0.001794379084855646,0.00015337260652059916,4.318683645401303e-06,0.8072303645041331,0.0006079295417674998,0.00041606494552423487,1.4462766462128386e-07,0.9622908101764424,-0.0033196948090592785,0.0001018239362563218,1.36011520883703e-05,-0.9080662051353704,-0.002817849540609224,5.5883202182612595e-06,7.940873586354472e-06,-0.7242304759212975,-0.0002895931863755981,7.546311140973415e-06,7.872970887045864e-08,-0.9390195086860718,0.00354043112929291,1.9604048963191104e-05,1.2360982735449258e-05,0.9618429518720136,0.005579044849586012,3.5735846378383306e-06,3.107591918882574e-05,0.9503239879718558,0.1346179947923736,1.7514056890411066e-06,-0.9552023298531335,2.7755575615628914e-17,0.013003221457295301
2015-01-08,0.1364,0.003679175864606421,0.00795073325157157,0.026662802492392324,0.004761398834973463,0.0,-0.011365796175922593,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.6,0.2,0.2857142857142857,0.7777777777777778,0.13536,0.007683215130023532,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,0.00016706918724569505,2.05383695895348e-08,0.5104248337948603,0.00043896204482942494,0.000532428324776733,2.799458295744251e-07,0.8774092662592945,-0.0015374340128105376,0.00025832717287519315,3.992853595125538e-06,0.8441133940657628,0.0008738524284161028,0.000493920211347842,2.477927316258566e-07,0.9622908101764424,-0.0033196948090592785,0.00011236540794922091,1.36011520883703e-05,-0.9080662051353704,-0.0028100550085740465,5.5883202182612595e-06,7.933462847164074e-06,-0.09813919061090559,-0.00029325745168268756,8.523691295942107e-06,7.994141288661951e-08,-0.9390195086860718,0.0035524760189116393,2.3063968272355005e-05,1.2404166590364764e-05,0.9618429518720136,0.005581174544096884,4.1798272357440126e-06,3.108818420596729e-05,0.9503239879718558,0.1346179947923736,2.073822782828123e-06,-0.9552023298531335,0.0,0.013267689636318728
2015-01-09,0.136,-0.00293255131964798,0.00795073325157157,0.026662802492392324,0.0025232369193922246,0.0,-0.011365796175922593,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.2,0.2,0.2857142857142857,0.7777777777777778,0.1357,0.0022107590272661937,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.0002621439207544177,2.742137896081532e-08,0.20442812142670186,-9.925672359317146e-05,0.0004998144839904635,2.41360982089286e-07,0.7490758491179531,-0.0012211870592003379,0.00037254691956560185,3.6354884863302278e-06,0.7620289837760272,0.0011357240249507182,0.000570502489814175,3.966607786579141e-07,0.9391202807181065,-0.0033196948090592785,0.0001203341040585919,1.36011520883703e-05,-0.9080662051353704,-0.002798250603648736,8.421718151610485e-06,7.918711931972137e-06,0.2230922564367214,-0.00029649256891935627,9.3802629684256e-06,8.107947439201662e-08,-0.9390195086860718,0.0035643782992044485,2.6479391280444933e-05,1.244711317171831e-05,0.9430350984237045,0.00558325197978014,4.7704470082550174e-06,3.1100258272217513e-05,0.9460875027514485,0.1346179947923736,2.396411974857482e-06,-0.9396234538607781,0.0,0.012736938752496598
2015-01-12,0.1362,0.0014705882352938904,0.00795073325157157,0.026662802492392324,0.00222167325595215,0.0,-0.0015223703870768102,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.4,0.2,0.2857142857142857,0.7777777777777778,0.13599999999999998,0.00147058823529416,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.00011240073126674019,2.5572947139375648e-08,0.13463798344369154,-0.0005936050226989963,0.0005348525445524247,2.5523672469980976e-07,0.4420934935090462,-0.0009351521710390494,0.00047899321884019844,3.2903661234138306e-06,0.7498364907339274,0.0013908967455207883,0.0006451546936215258,5.889024009132149e-07,0.9170148386242413,-0.0033196948090592785,0.00012576125686873562,1.36011520883703e-05,-0.9080662051353704,-0.002782367797520826,1.3636171154900287e-05,7.896569260560731e-06,0.39559863463501577,-0.0002993046890466194,1.0119456597351998e-05,8.214245220367623e-08,-0.9390195086860718,0.003576137357229238,2.9851417846017856e-05,1.2489818824974837e-05,0.9210716181954302,0.005585277071409867,5.345675780526181e-06,3.1112140983742424e-05,0.9254324794802394,0.1346179947923736,2.719279145627919e-06,-0.9162594598716529,0.0,0.012798006267991126
2015-01-13,0.137,0.005873715124816714,0.00795073325157157,0.026662802492392324,0.0022085914850728415,0.0,-6.574675991743995e-05,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,1.0,0.2,0.2857142857142857,0.7777777777777778,0.1363,0.005135730007336802,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,0.0004098938574070923,4.139961682834121e-08,0.4239227688568125,-0.0007780795350438998,0.0005746840539190612,2.941446178280677e-07,0.09909002342860088,-0.0007365795485550145,0.0005626862893234962,2.9850531576289057e-06,0.8151005496051875,0.0016366970170974564,0.0007172137124955524,8.211107036757145e-07,0.9366725947811297,-0.0033196948090592785,0.00012870640857478877,1.36011520883703e-05,-0.9080662051353704,-0.002762388980804891,2.0375160229941156e-05,7.867038551750904e-06,0.5937411207795097,-0.00030169996302490185,1.0744653792259188e-05,8.312916503540412e-08,-0.9390195086860718,0.0035877525800441265,3.318062837448589e-05,1.253227990837911e-05,0.9396675486374171,0.005587249733759457,5.9056487831402164e-06,3.1123831939703834e-05,0.9431331170074876,0.1346179947923736,3.042485241333051e-06,-0.9358062181621374,0.0,0.013357802038614135
2015-01-14,0.1369,-0.0007299270072993469,0.00795073325157157,0.026662802492392324,0.0014722001795539398,0.0,-0.0037117589718944632,0.10064759862833972,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.4,0.2,0.2857142857142857,0.7777777777777778,0.1365,0.0029304029304028107,0.009512572819113527,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.00043007000394158025,5.575567597453817e-08,0.11562744927923806,-0.0003835128469778041,0.0005536127331041349,2.7943836642496296e-07,0.012976292163372687,-0.0006573745885616557,0.0006154934245098311,2.729761976834676e-06,0.8413588931583958,0.0018703473179375986,0.0007860041232146747,1.08881954227978e-06,0.9381301503586994,-0.0033196948090592785,0.0001292809416767448,1.36011520883703e-05,-0.9080662051353704,-0.0027383504101828305,2.8460875743004114e-05,7.83019099347066e-06,0.648032878488995,-0.00030368454181517506,1.1259359826151488e-05,8.403867862561298e-08,-0.9390195086860718,0.003599223354706839,3.6467332896139794e-05,1.2574492793247913e-05,0.9399230824782835,0.005589169881602732,6.450451521967039e-06,3.113533074227496e-05,0.9439696126409951,0.1346179947923736,3.3660677716012667e-06,-0.9354379204281413,0.0,0.012804837093535424
