Date,Close,returns,volatility,trend,returns_5,signal,acceleration_5,volatility_momentum_5,momentum_10,acceleration_10,volatility_momentum_10,momentum_21,acceleration_21,volatility_momentum_21,momentum_63,acceleration_63,volatility_momentum_63,TSI,momentum_quantile_5,momentum_quantile_10,momentum_quantile_21,momentum_quantile_63,MA5,trend_5,trend_10,trend_50,bb_width,bb_pos,imf_0,imf_0_energy,imf_0_correlation,imf_1,imf_1_volatility,imf_1_energy,imf_1_correlation,imf_2,imf_2_volatility,imf_2_energy,imf_2_correlation,imf_3,imf_3_volatility,imf_3_energy,imf_3_correlation,imf_4,imf_4_volatility,imf_4_energy,imf_4_correlation,imf_5,imf_5_volatility,imf_5_energy,imf_5_correlation,imf_6,imf_6_volatility,imf_6_energy,imf_6_correlation,imf_7,imf_7_volatility,imf_7_energy,imf_7_correlation,imf_8,imf_8_volatility,imf_8_energy,imf_8_correlation,imf_9,imf_9_volatility,imf_9_correlation,iceemdan_residual,imf_weighted_sum
2015-01-15,0.1389,0.012419407663976702,0.00795073325157157,0.026662802492392324,0.00365820576631124,0.0,0.01097009401858795,2.0090886775128194,0.04279279279279269,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,1.0,1.0,0.2857142857142857,0.7777777777777778,0.137,0.012809410578294619,0.019107140221829216,0.07690250404727562,0.08343925482540744,0.81954746657533,0.0004338435132815041,6.779790488743822e-08,0.4157310252002662,0.0004601847626459321,0.0005481219327975195,2.732866981837384e-07,0.1965324398248477,-0.0006312594125386852,0.0006457143905219619,2.5178280194786765e-06,0.8547856254357346,0.0019920551933596676,0.0008508481350196383,1.386563203991138e-06,0.936946199265074,-0.0033196948090592785,0.00012768751804043835,1.36011520883703e-05,-0.8898639161503253,-0.00271034732098081,3.780672157679274e-05,7.786172048641314e-06,0.8078795360635528,-0.0003052645763780169,1.1667326336627355e-05,8.487029525885272e-08,-0.932258080543896,0.003610549068275494,3.971168959816702e-05,1.2616453864264015e-05,0.9405499738385761,0.005591037429713281,6.9801421244897504e-06,3.114663699665496e-05,0.9406705300681879,0.1346179947923736,3.690051037711342e-06,-0.9401235979963161,-2.7755575615628914e-17,0.014161746202717113
2015-01-16,0.1392,0.002159827213822796,0.00795073325157157,0.026662802492392324,0.0046766814730053955,0.0,0.0052009660169052285,0.8387814261704252,0.036485480268056536,-0.006307312524736153,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.6,0.4,0.2857142857142857,0.7777777777777778,0.13763999999999998,0.011333914559721055,0.0185117436160094,0.07690250404727562,0.08343925482540744,0.81954746657533,4.386522098564416e-06,6.214968294482847e-08,0.34744607354044366,0.0008619537268709746,0.000580412161377261,3.1242649227399047e-07,0.38674086800991114,-0.0005673472713144007,0.0006676911629112491,2.334832595044445e-06,0.8712402720873098,0.0019920551933596676,0.0009110699341368023,1.7079509492662227e-06,0.9471714330516112,-0.0033196948090592785,0.0001242891998596012,1.36011520883703e-05,-0.8390473032232937,-0.002678493253275468,4.835419854973439e-05,7.735184886908055e-06,0.8693080911526818,-0.0003064462176743988,1.1972664494702904e-05,8.562354434786042e-08,-0.9269623231280465,0.0036217291078081233,4.291376626394181e-05,1.2658159519770733e-05,0.9520069148370947,0.005592852292864797,7.494762964337037e-06,3.1157750311083954e-05,0.9503239879718558,0.1346179947923736,4.014451432216862e-06,-0.953039995803733,0.0,0.01401539037679583
2015-01-19,0.1385,-0.005028735632183756,0.00795073325157157,0.026662802492392324,0.0033768166995098658,0.0,-0.006642480780858273,1.253252006446166,0.028210838901262303,-0.008274641366794233,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.2,0.1,0.2857142857142857,0.7777777777777778,0.13810000000000003,0.0028964518464879335,0.010580080262678109,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.0005458099053707682,8.028497293375297e-08,0.0874631544885942,0.00026890173945962184,0.0005587094806179987,2.939558502132535e-07,0.39609760743725503,-0.00038287326945532973,0.000697390593610403,2.1665063908459043e-06,0.8891094822449207,0.0019920551933596676,0.0009660203391437161,2.0458255486244724e-06,0.9527735293380514,-0.0033196948090592785,0.00011971626550521679,1.36011520883703e-05,-0.81713470621683,-0.002642903206148282,6.005625174507235e-05,7.677473538458887e-06,0.8551113794825914,-0.00030723561666474563,1.217996923373599e-05,8.629817356320702e-08,-0.9355969859128958,0.0036327628603625615,4.6073574339493354e-05,1.2699606172067568e-05,0.9551420006204838,0.005594614385830802,7.99434714856647e-06,3.1168670296857885e-05,0.9503239879718558,0.1346179947923736,4.339280375586788e-06,-0.9548750081584022,0.0,0.013288904888399572
2015-01-20,0.1392,0.005054151624548586,0.00795073325157157,0.026662802492392324,0.0032129039994562405,0.0,-0.0008285368232636703,1.247565595593914,0.02730627306273048,-0.0009045658385318234,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.8,0.8,0.2857142857142857,0.7777777777777778,0.13854000000000002,0.004763967085318075,0.012952990831028991,0.07690250404727562,0.08343925482540744,0.81954746657533,0.0006892947784717818,1.0848799569766081e-07,0.29681779980088,-0.0008730881020379312,0.0005937310412685202,3.2740777762089233e-07,0.15373495276993834,-2.729209131149549e-05,0.0007527074533549916,2.0118091385174934e-06,0.9082845253482118,0.0019920551933596676,0.0010150876262285558,2.3924272026513797e-06,0.9605390936506738,-0.0033196948090592785,0.00011501990302377729,1.36011520883703e-05,-0.7459102879564286,-0.0026036921786797883,7.287140935598506e-05,7.613312068663131e-06,0.8667618549819878,-0.0003076389243099414,1.2294469031623463e-05,8.689414029087638e-08,-0.9383187382354993,0.0036436497129966427,4.919108888565106e-05,1.2740790247707063e-05,0.9618429518720136,0.0055963236233851415,8.478922359632062e-06,3.117939656834365e-05,0.9503239879718558,0.1346179947923736,4.664546034460896e-06,-0.9552023298531335,0.0,0.014127491002730277
2015-01-21,0.1385,-0.005028735632183756,0.00795073325157157,0.026662802492392324,0.0023531422744793584,0.0,-0.004371031121869429,1.34434639546931,0.01913171449595308,-0.008174558566777401,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.3,0.15,0.2857142857142857,0.7777777777777778,0.13886,-0.002592539248163612,0.005955839628123295,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.0008284759598570097,1.4822550750428655e-07,0.08880244220867509,-0.0008173499941719287,0.0006105711201774377,3.5011799331102297e-07,0.045390620877933954,0.0005042372674859445,0.0008509085945112341,1.8946388774111067e-06,0.8858904132032815,0.0019920551933596676,0.0010577087920745304,2.739579544067394e-06,0.9577059535238367,-0.0033196948090592785,0.00011184109754325506,1.36011520883703e-05,-0.6764818158026051,-0.002560975169950831,8.676127589726794e-05,7.542997518825901e-06,0.8330653861184821,-0.0003076622915709138,1.232221478861972e-05,8.7411603315129e-08,-0.9390195086860718,0.0036543890527686823,5.226626080868619e-05,1.2781708187792964e-05,0.9538565553295366,0.005597979920301425,8.948513253722448e-06,3.118992874299393e-05,0.9503239879718558,0.1346179947923736,4.9902543732140205e-06,-0.9511587825173798,0.0,0.012856399751876262
2015-01-22,0.1421,0.012419407663976702,0.00795073325157157,0.026662802492392324,0.004629857471479459,0.0,0.01135079390872984,0.8373697088800038,0.04178885630498552,0.017319733302107287,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,1.0,1.0,0.2857142857142857,0.7777777777777778,0.1395,0.012809410578294619,0.019107140221829216,0.07690250404727562,0.08343925482540744,0.81954746657533,0.0009039878384781598,1.9042136518103183e-07,0.3765716461137371,0.000244975724126166,0.0005943554896451023,3.3198643781728027e-07,0.10957901101196205,0.0010660655505375653,0.0009849393697983749,1.8472549324505977e-06,0.9220019565777903,0.0019920551933596676,0.001093380225719766,3.07888511999719e-06,0.929684671736114,-0.0033196948090592785,0.00011243126891383321,1.36011520883703e-05,-0.3546528525310779,-0.002514867179042602,0.00010168931627365571,7.4668449819133885e-06,0.8890247009645914,-0.0003073118991253154,1.2270324405598787e-05,8.785091581693396e-08,-0.8774660297498519,0.0036649802964537214,5.529902768286716e-05,1.282235646189303e-05,0.9415535970615082,0.005599583191353062,9.403143033434599e-06,3.120026644136205e-05,0.9392456221494427,0.1346179947923736,5.316409822279968e-06,-0.9430650888488094,0.0,0.015370104973843265
2015-01-23,0.1432,0.007741027445460791,0.00795073325157157,0.026662802492392324,0.00515515593624852,0.0,0.0056974752364638,1.104916068601065,0.04279279279279269,0.011152320165602525,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.8,0.8,0.2857142857142857,0.7777777777777778,0.1403,0.012809410578294619,0.019107140221829216,0.07690250404727562,0.08343925482540744,0.81954746657533,0.0008910238063918425,2.2592148626197159e-07,0.5265896270661776,0.0007381509029758789,0.0006047682607446855,3.445088094494464e-07,0.2597872141679616,0.0014749233046701426,0.0011227812573742432,1.8665575102275682e-06,0.9443484877278312,0.0019920551933596676,0.0011216729802552166,3.401938641734011e-06,0.9106162967580693,-0.0033196948090592785,0.00011921856029440024,1.36011520883703e-05,-0.03669049941886022,-0.002465483205035289,0.00011762020326039375,7.385183949701488e-06,0.923127331881392,-0.0003065940560613345,1.214730131862112e-05,8.821262166371082e-08,-0.8257236139939563,0.003675422989236723,5.828932996180482e-05,1.2862731620005782e-05,0.9368740844832346,0.005601133351314272,9.84283452996363e-06,3.121040928711752e-05,0.9314698049361059,0.1346179947923736,5.643015717088279e-06,-0.9412520682677886,0.0,0.015780459541000984
2015-01-26,0.1422,-0.006983240223463638,0.00795073325157157,0.026662802492392324,0.00515515593624852,0.0,-0.0020208307398648095,0.7676116247810352,0.04279279279279269,-0.008888313034464579,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.2,0.1,0.2857142857142857,0.7777777777777778,0.14104,0.008224617129892189,0.01884359102959084,0.07690250404727562,0.08343925482540744,0.81954746657533,0.0001522671716069164,2.146583643334826e-07,0.4983930625448247,0.00016524372723892541,0.0005877552824694912,3.2688640277957785e-07,0.26130937784824104,0.0015894186887635132,0.0012289221602017576,1.9032071912255212e-06,0.9526970838432662,0.0019920551933596676,0.0011422553811158804,3.7005618868609787e-06,0.9164215245961096,-0.0033196948090592785,0.00013392488626612654,1.36011520883703e-05,0.17449501163908224,-0.002412938247010173,0.00013451943819422786,7.298355451600546e-06,0.9301845400039226,-0.00030551520469721785,1.1963434887723596e-05,8.849745047690371e-08,-0.8137102473324794,0.003685716809533497,6.123712105518187e-05,1.2902830330009782e-05,0.9464321024355364,0.005602630314958293,1.026761098480186e-05,3.1220356907060414e-05,0.9409239868521692,0.1346179947923736,5.970074594258049e-06,-0.950698074416129,0.0,0.01483199474793388
2015-01-27,0.1408,-0.009845288326300827,0.00795073325157157,0.026662802492392324,0.002375308609381199,0.0,-0.015220548570479941,1.007948306351246,0.027737226277372296,-0.016315637158751173,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.2,0.1,0.2857142857142857,0.7777777777777778,0.14136,-0.003961516694963249,0.006073597713469221,0.07690250404727562,0.08343925482540744,0.81954746657533,-0.0005547367140519849,2.195570199957832e-07,0.3830764690588769,-0.000551584565317728,0.0005863089155271575,3.256947780383763e-07,0.18855210420927504,0.0014357003709001657,0.0012900741520894372,1.9115244735295925e-06,0.9492700046089204,0.0019920551933596676,0.001154923908742546,3.967053157913816e-06,0.9220983348736039,-0.0033196948090592785,0.0001570162376812042,1.36011520883703e-05,0.28264563539737186,-0.0023573473040482715,0.00015235311617139174,7.206709707405972e-06,0.9028103572432254,-0.00030408205973540446,1.1731301670476368e-05,8.870631619143121e-08,-0.8137804584422278,0.003695861708143805,6.414238538660663e-05,1.2942649458205247e-05,0.94424648174175,0.005604073997058839,1.0677496643803663e-05,3.1230108931136766e-05,0.9410341825400651,0.1346179947923736,6.297588396617752e-06,-0.9461183606110299,-2.7755575615628914e-17,0.013748024600875377
2015-01-28,0.1417,0.006392045454545414,0.00795073325157157,0.026662802492392324,0.0046594648267270335,1.0,0.011610440267230793,0.7471100077537189,0.03506208911614306,0.007324862838770763,2.189832575913731,0.06369772001300653,-0.0146701056976557,-0.07365568467409234,0.12725225225225212,-0.012211299162155465,-0.15470893861208135,51.12239351966701,0.6,0.7,0.2857142857142857,0.7777777777777778,0.142,-0.002112676056337991,0.00904365164138712,0.07690250404727562,0.08343925482540744,0.81954746657533,0.00040657785501987633,2.1684444660562221e-07,0.4118877505772166,-0.00041274412233085214,0.0005778944919397036,3.179279246623907e-07,0.1301497300727031,0.0010797297603357978,0.0013092772844740324,1.8742390676208528e-06,0.9534314951052039,0.0019920551933596676,0.0011596793060572137,4.194623661423842e-06,0.9263436561075362,-0.0033196948090592785,0.00018800930580446695,1.36011520883703e-05,0.39433999026029587,-0.0022988253752299903,0.0001710877733239971,7.110604127325739e-06,0.8963048965512089,-0.0003023014070117252,1.146635243978007e-05,8.884030741592308e-08,-0.8003160295049068,0.0037058577070004277,6.700513303757802e-05,1.298218605252171e-05,0.9482801108113648,0.005605464312389563,1.1072517232357698e-05,3.1239664992453576e-05,0.9461308906809331,0.1346179947923736,6.625558618155932e-06,-0.948953307470266,0.0,0.014686365967682477
