Date,Open,High,Low,Close,IMF_0,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8,trend,returns,volatility,CPI_CPI_diff,CPI_CPI_YOY_diff,INFLATION_INFLATION_diff,INFLATION_INFLATION_YOY_diff,REAL_GDP_REAL_GDP_diff,UNEMPLOYMENT_UNEMPLOYMENT_diff,MA5,MA_dist_5,MA10,MA_dist_10,MA20,MA_dist_20,MA50,MA_dist_50,RSI,MACD,MACD_signal,MACD_hist,BB_middle,BB_upper,BB_lower,BB_width,BB_position,momentum_5,volatility_5,momentum_10,volatility_10,momentum_20,volatility_20,signal,trend_score,tech_score,momentum_score,macro_score
2015-01-01,0.1612,0.1612,0.161,0.1612,0.00014261733481400082,-1.3719582157285845e-05,-0.00023709332861385272,0.0012386439920248325,4.13494026773174e-05,-0.0015587166355743285,0.006872345002846023,0.0014157922285512505,0.15329878158543206,0.15329878158543206,-0.0006203473945410876,0.001691301793040881,-137.1937741935484,0.9774368646251252,-137.1937741935484,0.9774368646251252,16081974763996.396,-3.6032258064516123,0.16096,-0.00037276341948312935,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,0.0,0.0,0.0,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0018610421836229296,0.001360856280375894,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,2,1,2,0
2015-01-02,0.1612,0.1612,0.1604,0.1611,0.00013660353277516584,-8.742877349479586e-05,-0.0002700183209130813,0.0012536677573967978,4.745999143509118e-05,-0.0015683528572887513,0.006874937612795054,0.0014143736844779012,0.15329875737281662,0.15329875737281662,-0.0006203473945410876,0.001691301793040881,-137.13554838709678,0.9774368646251252,-137.13554838709678,0.9774368646251252,16049701937907.629,-3.606451612903226,0.16096,-0.00037276341948312935,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-7.977207977211132e-06,-1.5954415954422264e-06,-6.3817663817689055e-06,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0018610421836229296,0.001360856280375894,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,2,1,2,0
2015-01-05,0.1611,0.1616,0.1605,0.1607,-0.00013539722792606002,-0.00020359823780383433,-0.00028284127942390083,0.0012572861969143063,5.2535759618676165e-05,-0.0015769085367860842,0.006877266763077052,0.0014129293903948055,0.15329872717193505,0.15329872717193505,-0.0024829298572314196,0.001691301793040881,-136.96087096774193,0.9774368646251252,-136.96087096774193,0.9774368646251252,15952883459641.328,-3.6161290322580646,0.16096,-0.00037276341948312935,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-4.604508080291447e-05,-1.0485369436936675e-05,-3.55597113659778e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0018610421836229296,0.001360856280375894,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,0,1,2,0
2015-01-06,0.1607,0.161,0.1606,0.1609,9.32948404655659e-05,-0.00023455988479367332,-0.0002694365779706204,0.0012490397649086707,5.654096129602205e-05,-0.0015843608594424108,0.00687933146874811,0.0014114593021335843,0.15329869098465473,0.15329869098465473,0.001244555071561848,0.001691301793040881,-136.90264516129034,0.9774368646251252,-136.90264516129034,0.9774368646251252,15920610633552.562,-3.6193548387096772,0.16096,-0.00037276341948312935,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-5.9391191070318206e-05,-2.0266533763612982e-05,-3.912465730670523e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0018610421836229296,0.001360856280375894,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,2,1,2,0
2015-01-07,0.1609,0.161,0.1609,0.1609,3.623785185622563e-05,-0.0001973284076407041,-0.0002267779602214691,0.0012293159066930164,5.94967260844774e-05,-0.0015906870500047902,0.006881130744864243,0.0014099633755266096,0.15329864881284236,0.15329864881284236,0.0,0.001691301793040881,-136.84441935483872,0.9774368646251252,-136.84441935483872,0.9774368646251252,15888337807463.795,-3.62258064516129,0.16096,-0.00037276341948312935,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-6.917072257817125e-05,-3.004737152652464e-05,-3.912335105164661e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0018610421836229296,0.001360856280375894,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,2,1,2,0
2015-01-08,0.1609,0.1609,0.1606,0.1609,-5.0328185438316534e-05,-0.00014401995212103526,-0.00015996823337774516,0.0011990361594113672,6.143876613009365e-05,-0.0015958643858569664,0.006882663595987949,0.0014084415768993736,0.15329860065836526,0.15329860065836526,0.0,0.001691301793040881,-136.78619354838713,0.9774368646251252,-136.78619354838713,0.9774368646251252,15856064981375.027,-3.6258064516129034,0.1609,0.0,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-7.604447834555494e-05,-3.92467928903307e-05,-3.6797685455224245e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0018610421836229296,0.001360856280375894,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,1,1,2,0
2015-01-09,0.1609,0.1611,0.1609,0.161,-4.045679424772477e-05,-9.410017609743237e-05,-7.657996122167792e-05,0.0011592347910555757,6.240309649489232e-05,-0.00159987037833317,0.006883928982847993,0.0014068939164111982,0.15329854652309036,0.15329854652309036,0.0006215040397763438,0.001691301793040881,-136.7279677419355,0.9774368646251252,-136.7279677419355,0.9774368646251252,15823792155286.258,-3.629032258064516,0.16088,0.0007458975634013488,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-7.258608781177123e-05,-4.5914651874618807e-05,-2.667143593715242e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0006207324643078271,0.0014163350036372128,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,1,1,2,0
2015-01-12,0.161,0.1613,0.161,0.1612,6.818244882723572e-05,-4.236076821317284e-05,1.4741687808986725e-05,0.001110960758824235,6.242623523044762e-05,-0.0016026830417570092,0.006884925848245886,0.001405320422148637,0.15329848640888477,0.15329848640888477,0.001242236024844745,0.001691301793040881,-136.55329032258066,0.9774368646251252,-136.55329032258066,0.9774368646251252,15726973677019.957,-3.638709677419355,0.16097999999999998,0.0013666293949560551,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-5.3094914740425825e-05,-4.735070444778022e-05,-5.7442102926456065e-06,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,0.0031113876789048422,0.0006216983207929316,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,2,1,2,0
2015-01-13,0.1612,0.1613,0.161,0.1613,7.681757662955875e-06,8.674246868689828e-05,0.00010524766612811769,0.0010552692227891829,6.154633070545924e-05,-0.001604282020769518,0.006885653133125371,0.001403721124056084,0.15329842031761542,0.15329842031761542,0.0006203473945409765,0.001691301793040881,-136.49506451612905,0.9774368646251252,-136.49506451612905,0.9774368646251252,15694700850931.19,-3.6419354838709674,0.16105999999999998,0.0014901279026450888,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-2.9241774416849386e-05,-4.372891844159406e-05,1.4487144024744671e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,0.0024860161591051533,0.0005196418001472062,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,2,2,2,0
2015-01-14,0.1613,0.1614,0.161,0.1613,-0.0001403643528202484,0.00021816058241515553,0.0001872781061294402,0.0009932170113411353,5.9804774727034165e-05,-0.0016046501939177668,0.006886109763353047,0.0014020960576225593,0.15329834825114963,0.15329834825114963,0.0,0.001691301793040881,-136.43683870967743,0.9774368646251252,-136.43683870967743,0.9774368646251252,15662428024842.424,-3.645161290322581,0.16114,0.0009929254064787979,0.16105,0.0015523129462899734,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-1.0220177018960275e-05,-3.7027170157067306e-05,2.680699313810703e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,0.0024860161591051533,0.0005196418001472062,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,1,2,2,0
2015-01-15,0.1613,0.1616,0.1613,0.1616,0.0001780548344366407,0.00020456322480055653,0.00025299150030306015,0.0009259077866191729,5.7246862330580146e-05,-0.0016037743153119771,0.006886294614531098,0.0014004452809365955,0.15329827021135425,0.15329827021135425,0.0018598884066955979,0.001691301793040881,-136.37861290322581,0.9774368646251252,-136.37861290322581,0.9774368646251252,15630155198753.656,-3.6483870967741936,0.16128,0.0019841269841269034,0.16109,0.0031659320876527572,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,2.873087709068245e-05,-2.3875560707517357e-05,5.260643779819981e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,0.004350528278433741,0.0007070021434769642,0.002481389578163684,0.00121355646720923,-0.007444168734491385,0.001691301793040881,0,2,2,2,0
2015-01-16,0.1616,0.1616,0.1608,0.1611,-6.164619291822713e-05,-2.1142915194281485e-05,0.000292713325881284,0.000854637418297114,5.392096500013207e-05,-0.0016016445178055438,0.0068862068573375,0.0013987688593058315,0.1532981862000962,0.1532981862000962,-0.0030940594059406523,0.001691301793040881,-136.3203870967742,0.9774368646251252,-136.3203870967742,0.9774368646251252,15597882372664.889,-3.6516129032258062,0.1613,-0.0012399256044637677,0.16109,6.207709975778909e-05,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,1.903462743765849e-05,-1.5293523078482188e-05,3.4328150516140676e-05,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,0.0006211180124222615,0.0019288201892756198,0.0,0.0016007110113495672,-0.007444168734491385,0.001691301793040881,0,1,2,2,0
2015-01-19,0.1611,0.1611,0.1605,0.1607,-0.00020155422772991688,-0.00020823044036551527,0.0002964363824742589,0.0007807150259230966,4.98766846392347e-05,-0.0015982532652063421,0.006885846762566249,0.0013970668584561573,0.15329809621924279,0.15329809621924279,-0.0024829298572314196,0.001691301793040881,-136.14570967741938,0.9774368646251252,-136.14570967741938,0.9774368646251252,15501063894398.586,-3.661290322580645,0.16119999999999998,-0.0031017369727045457,0.16109,-0.002421006890558082,0.16086,-0.005346263831903516,0.160226,-0.0032828629560745365,43.999975360013224,-2.0687900096016953e-05,-1.637239848198914e-05,-4.315501614027813e-06,0.16086,0.16174828634548716,0.15997171365451285,0.011044216654073787,0.01592186215113006,-0.0031017369727047717,0.0021014390104101065,0.0,0.0016007110113495672,-0.007444168734491385,0.001691301793040881,0,0,1,2,0
