Date,Open,High,Low,Close,IMF_0,IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8,trend,returns,volatility,CPI_CPI_diff,CPI_CPI_YOY_diff,INFLATION_INFLATION_diff,INFLATION_INFLATION_YOY_diff,REAL_GDP_REAL_GDP_diff,UNEMPLOYMENT_UNEMPLOYMENT_diff,MA5,MA_dist_5,MA10,MA_dist_10,MA20,MA_dist_20,MA50,MA_dist_50,RSI,MACD,MACD_signal,MACD_hist,BB_middle,BB_upper,BB_lower,BB_width,BB_position,momentum_5,volatility_5,momentum_10,volatility_10,momentum_20,volatility_20,signal,trend_score,tech_score,momentum_score,macro_score
2015-01-01,0.192,0.192,0.192,0.192,-0.00041802588088096516,-0.0008924895127536929,0.001988771861666995,-0.0034988490659416155,-0.0032127396797523287,-0.010054461122479421,0.00953149466918893,0.0010431140372910922,0.19751318469366103,0.19751318469366103,0.01041666666666674,0.0075482219114168,-0.11712518934081118,-3.543319091378261,-0.11712518934081118,-3.543319091378261,15583738826086.957,-4.1127682580645155,0.1936,0.002066115702479398,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.0,0.0,0.0,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,0.005208333333333259,0.005690770220442015,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,0,2,2,1
2015-01-02,0.192,0.194,0.192,0.194,0.00047651371340998763,-1.1090036641097053e-05,0.0022537743691195,-0.003537138255703213,-0.0032096497636121303,-0.010065869258936403,0.009537364418283262,0.001042556870470597,0.1975135379436095,0.1975135379436095,0.01041666666666674,0.0075482219114168,-0.10946668302945284,-3.543319091378261,-0.10946668302945284,-3.543319091378261,15551414565217.39,-4.120669516129032,0.1936,0.002066115702479398,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.00015954415954416712,3.1908831908833427e-05,0.0001276353276353337,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,0.005208333333333259,0.005690770220442015,0.0,0.006488892893001703,0.046875,0.0075482219114168,1,3,3,2,1
2015-01-05,0.195,0.195,0.193,0.194,-0.00042747010627639616,0.0008013752767892356,0.0023295369951740193,-0.0035367255512606614,-0.0031897833180862863,-0.010076343471545382,0.009543518770968634,0.0010419925260428382,0.19751389887819398,0.19751389887819398,0.0,0.0075482219114168,-0.08649116409537783,-3.543319091378261,-0.08649116409537783,-3.543319091378261,15454441782608.695,-4.14437329032258,0.1936,0.002066115702479398,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.0002827249778816765,8.207206110340204e-05,0.00020065291677827445,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,0.005208333333333259,0.005690770220442015,0.0,0.006488892893001703,0.046875,0.0075482219114168,1,2,3,2,1
2015-01-06,0.194,0.194,0.192,0.194,-0.0003838156853113911,0.0008375488397503865,0.0021758950150590722,-0.0034956566652035426,-0.003153734836344556,-0.010085885888081821,0.009549960732241828,0.001041420995021979,0.19751426749286805,0.19751426749286805,0.0,0.0075482219114168,-0.07883265778400528,-3.543319091378261,-0.07883265778400528,-3.543319091378261,15422117521739.13,-4.152274548387097,0.1936,0.002066115702479398,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.0003760122289679646,0.00014086009467631456,0.00023515213429165004,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,0.005208333333333259,0.005690770220442015,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,2,3,2,1
2015-01-07,0.194,0.195,0.194,0.194,0.0005177147758172455,0.00018041203081837402,0.0018010405184749167,-0.003414483732037595,-0.0031023629641159607,-0.010094499987564228,0.009556693307099512,0.001040842268422033,0.1975146437830857,0.1975146437830857,0.0,0.0075482219114168,-0.07117415147266115,-3.543319091378261,-0.07117415147266115,-3.543319091378261,15389793260869.566,-4.160175806451613,0.1936,0.002066115702479398,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.0004448154914547531,0.00020165117403200228,0.0002431643174227508,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,0.005208333333333259,0.005690770220442015,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,3,3,2,1
2015-01-08,0.194,0.194,0.193,0.193,0.0005777833386566512,-0.0005229847538922248,0.0012593651603393144,-0.003294450351934514,-0.0030365277262540723,-0.0101021892322082,0.009563719483735387,0.0010402563372569245,0.19751502774430077,0.19751502774430077,-0.005154639175257714,0.0075482219114168,-0.0635156451612886,-3.543319091378261,-0.0635156451612886,-3.543319091378261,15357469000000.0,-4.168077064516129,0.19380000000000003,-0.0041279669762643075,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.00041387997925543263,0.00024409693507668838,0.00016978304417874425,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,0.005208333333333259,0.005690770220442015,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,2,3,2,1
2015-01-09,0.193,0.193,0.191,0.191,-0.0008308620954497876,-0.0007067730909265822,0.0006143567284324875,-0.003136800125065369,-0.0029570891476118377,-0.010108957095445589,0.009571042261558865,0.001039663192540846,0.19751541937196698,0.19751541937196698,-0.010362694300518172,0.0075482219114168,-0.055857138849930266,-3.543319091378261,-0.055857138849930266,-3.543319091378261,15325144739130.434,-4.175978322580645,0.19319999999999998,-0.0113871635610765,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.0002253820140935281,0.00024035395088005634,-1.4971936786528249e-05,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,-0.015463917525773252,0.004631366174073432,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,1,2,1,1
2015-01-12,0.191,0.193,0.19,0.193,0.0009420662591168232,-8.853716816655903e-05,-6.458426240301397e-05,-0.0029427766516019155,-0.0028649072530431865,-0.010114807192782333,0.009578664782054139,0.0010390628252879013,0.19751581866153817,0.19751581866153817,0.010471204188481575,0.0075482219114168,-0.032881619915855254,-3.543319091378261,-0.032881619915855254,-3.543319091378261,15228171956521.738,-4.199682096774193,0.193,0.0,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.00023467412669778143,0.00023921798604360138,-4.543859345819954e-06,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,-0.005154639175257714,0.007721871068483816,0.0,0.006488892893001703,0.046875,0.0075482219114168,1,2,2,2,1
2015-01-13,0.193,0.193,0.192,0.193,0.0005701314466212798,0.0005672126596139514,-0.0006844063890791788,-0.002713623531715611,-0.0027608420674013635,-0.010119742160108225,0.009586589207089097,0.001038455226511895,0.19751622560846818,0.19751622560846818,0.0,0.0075482219114168,-0.025223113604496916,-3.543319091378261,-0.025223113604496916,-3.543319091378261,15195847695652.174,-4.207583354838709,0.1928,0.0010373443983402787,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.00023927992287833821,0.00023923037341054876,4.954946778945005e-08,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,-0.005154639175257714,0.007721871068483816,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,2,3,2,1
2015-01-14,0.193,0.195,0.192,0.193,0.0006629490436609977,0.0005694744782140895,-0.0011616192014136013,-0.0024505843655777326,-0.002645753615539852,-0.010123762560202025,0.00959481562542001,0.0010378403872270796,0.19751664020821105,0.19751664020821105,0.0,0.0075482219114168,-0.017564607293124368,-3.543319091378261,-0.017564607293124368,-3.543319091378261,15163523434782.61,-4.215484612903226,0.19260000000000002,0.0020768431983384404,0.1931,-0.0005178663904712013,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.00024016161592146923,0.00023941662191273287,7.449940087363562e-07,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,-0.005154639175257714,0.007721871068483816,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,2,3,2,1
2015-01-15,0.193,0.193,0.19,0.192,-7.874578717369479e-05,0.00019931656672670989,-0.001475863574667378,-0.002154961207202903,-0.0025205019223119556,-0.010126867863621537,0.009603343033583166,0.0010372182984472302,0.19751706245622036,0.19751706245622036,-0.005181347150259086,0.0075482219114168,-0.009906100981780241,-3.543319091378261,-0.009906100981780241,-3.543319091378261,15131199173913.043,-4.223385870967742,0.1924,-0.0020790020790019945,0.1931,-0.005696530295183791,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,0.0001583434367852521,0.00022320198488723673,-6.485854810198464e-05,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,-0.005181347150259086,0.007725463951058485,0.0,0.006488892893001703,0.046875,0.0075482219114168,0,1,2,2,1
2015-01-16,0.192,0.192,0.19,0.191,-0.0009488036670914972,-0.00024695339432397224,-0.0016274713281200605,-0.0018280187842196725,-0.0023859470125710083,-0.010129056893071678,0.009612169780261286,0.0010365889511865097,0.1975174923479501,0.1975174923479501,-0.00520833333333337,0.0075482219114168,-0.0022475946704076932,-3.543319091378261,-0.0022475946704076932,-3.543319091378261,15098874913043.479,-4.231287129032258,0.1924,-0.007276507276507197,0.19280000000000003,-0.009336099585062364,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,1.2664311401761053e-05,0.0001810944501901416,-0.00016843013878838054,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,0.0,0.006395660293054028,-0.015463917525773252,0.005515115868877266,0.046875,0.0075482219114168,0,1,2,2,1
2015-01-19,0.191,0.191,0.19,0.191,-0.00122638436918767,-0.0004823313807917489,-0.001622433947434093,-0.001470749349608524,-0.002242948911170762,-0.01013032651825657,0.009621292261136297,0.001035952336459111,0.19751792987885397,0.19751792987885397,0.0,0.0075482219114168,0.02072792426368153,-3.543319091378261,0.02072792426368153,-3.543319091378261,15001902130434.783,-4.254990903225806,0.192,-0.005208333333333338,0.1925,-0.007792207792207799,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,-0.00010161607813119478,0.00012455234452587432,-0.0002261684226570691,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,-0.010362694300518172,0.0028453471797120393,-0.015463917525773252,0.005515115868877266,0.046875,0.0075482219114168,0,1,2,1,1
2015-01-20,0.191,0.192,0.191,0.192,-0.0009979398387413515,-0.000394169360860114,-0.0014817856234511056,-0.0010874542866579726,-0.0020923676429642816,-0.010130673042108842,0.009630706305118895,0.001035308445278779,0.197518375044386,0.197518375044386,0.005235602094240788,0.0075482219114168,0.028386430575025656,-3.543319091378261,0.028386430575025656,-3.543319091378261,14969577869565.217,-4.262892161290322,0.1918,0.0010427528675704158,0.1923,-0.0015600624024960724,0.19380000000000003,0.016511867905056658,0.1979,0.03587670540677108,49.999993000000984,-0.0001102218980999492,7.759749600070962e-05,-0.00018781939410065883,0.19380000000000003,0.19813346828399855,0.1894665317160015,0.044721034922585404,0.8692192708339513,-0.005181347150259086,0.004360955138588093,-0.010309278350515427,0.0059121537284283635,0.046875,0.0075482219114168,0,1,2,2,1
