Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19
2015-01-01,-5.033822114842669,2.6542506228319946,2.109970887144228,-2.7013566288684006,1.0151490550018274,-2.070548913005879,-0.9107184676551786,1.2758067681223162,0.5453806548437837,0.7461988013570354,-0.01968751671361527,-0.7637586788867726,-1.135099837033722,4.073647105048172,1.5636161949726841,-0.9796721347923851,1.8176671050570181,-2.23439456265337,1.233721210273962
2015-01-02,-4.858382951037627,2.886530402560454,2.386495638344471,-2.529438492115744,1.4089540675603538,-1.6526943972573724,-1.0014911066654375,1.8605902165726087,1.459443853089384,1.2172554069686554,-0.286631147225631,-1.0157601534294896,-1.0179302488280668,3.6390389789647144,1.0431157851574502,0.728706810939051,2.4726558946758352,-1.7197207468123825,0.01779697520386135
2015-01-05,-4.752114244732342,2.8847106098619735,2.2989129782096396,-2.670935385283503,1.2242314121378188,-1.9418146183739542,-0.5939290235758763,1.1285156763368165,0.501727153728523,1.8857352506099654,-1.3323712288207397,-1.1707668476675874,0.34995315538613614,2.846041085756851,1.9935276707315859,0.6979157085832124,2.688425499990222,-1.419621798034865,-0.2898963832926465
2015-01-06,-4.813428468805477,2.9027781143237092,2.2686769327614744,-2.69655000001981,1.2607171494348761,-2.018550679831914,-0.7109241243869415,1.1264516276755068,0.540727588952215,1.65706899038738,-1.7910480382310607,-1.4168076322980352,0.22095112013194862,2.1254020989744045,2.7110598000881145,0.6512370388579737,2.6095371556322116,-1.3045920102404214,-0.30573753371103196
2015-01-07,-4.7982383858173465,2.7657358083207306,2.237760815528518,-2.79180735244999,1.2222033157818963,-2.053662927267704,-1.02712584302657,1.3158801221804823,0.7439971361135963,0.7805771010778331,-1.3073830165814828,-1.3502562109741627,-0.707776175335126,2.4040016336072445,2.7529017731197154,-0.37586089856428867,2.2122908792478895,-1.5186941322636547,0.18763004796352198
2015-01-08,-4.88313072458905,2.69351295492422,1.8244008846734383,-3.0185579383051357,0.6793140268959704,-2.5173211872890016,-0.6345410186295743,0.7567689975441874,0.5632894938258318,0.991616693091025,-0.4968349542020583,-0.8875457651642106,-0.9123889450996032,3.9950688000598316,1.1028416142237654,-0.08773253755030158,1.7813320735713485,-1.5381939362631822,0.8127467675069372
2015-01-09,-4.796612935878631,3.258326096800302,1.0773466773756328,-3.021581102485966,-0.5637893631894445,-3.1739391088066764,0.9505307723318038,-0.08177190106795669,0.5412568033893166,2.3063644092457602,-0.32078823034017706,-1.024993227343047,-0.4095599897551206,3.4931938169900874,1.3510895064660375,0.6272366011258187,1.4811439288254942,-0.8677812848712408,0.9670748954435906
2015-01-12,-4.787334285565919,3.422452547037298,1.924374637599231,-2.5306183270394844,0.76297518126232,-1.9475397994076982,-0.6873273070255953,2.3182077786227446,2.8563155303051992,1.0723870569547085,-0.11301551100960237,-1.3571672318251384,-1.0529826154595383,2.6566138375140658,1.4088846595023012,1.3290720826901823,1.6194458755279468,-0.21439703242481595,0.07663173341902148
2015-01-13,-4.815766318904965,3.120315477821949,1.8583381636541512,-2.7916874308540427,0.6743184575471678,-2.3153136015818707,-0.8818653017575746,1.7171529879653866,1.5397068749509881,0.6802434114660721,-1.0109613169821872,-1.3239659706182174,0.40053420353588765,2.048067660471428,2.9393827679667544,-0.6478987236914153,1.340956560937638,0.09970547532263002,0.27189999801639614
2015-01-14,-4.69956670462554,3.329751109537579,1.9080899502218114,-2.7586931810460777,0.7360761954149544,-2.306553518624118,-0.8124288876016296,1.8756306162651954,2.339478058073966,1.0726415000590064,-1.2450197000328442,-1.5397351625660305,0.2924259574098041,1.6418772073736645,2.381023342604228,1.3408898167854293,1.148523765772666,0.5996707189811591,0.06142545962794101
2015-01-15,-4.738057197785418,3.5106509737380063,1.3939175694745773,-2.913338830013774,0.05767963694211879,-2.860022946512183,-0.13391739514093662,1.1778028183317404,2.127770356176225,1.6116742668278736,-1.1774553564731964,-1.4181192309915835,0.5279845996800767,2.08766022204548,1.8679189427118674,1.4435732323002939,0.7882004064708051,0.5636455438826184,0.5254853946134278
2015-01-16,-4.8243417197929555,3.6467056761774925,1.0184658467697092,-2.907077071970936,-0.60241333944939,-3.1938412689684927,0.28674630662529677,0.6358631447065427,1.3114156831167985,1.5434708377100474,-1.1089544721760671,-1.184700144883491,0.7732095992950413,2.56218923087455,1.8933000757462908,0.7227283537982946,0.22775229287782092,-0.02458655398014099,1.3820743644016256
2015-01-19,-4.955862969611409,3.608141083072652,0.9152451748008082,-2.9357638641195907,-0.7284417096405336,-3.2927279678585837,0.0464050391151954,0.716483952537524,1.2522508740681924,0.7166572819650764,-1.183866592951829,-1.3108423148262642,0.36839341612418963,2.028807572750702,2.8644599544892917,-0.2928433328865736,0.07125972099489122,-0.2607741892005794,1.4517364006704223
2015-01-20,-5.0323701124013835,3.3032091332334246,1.502651772017176,-2.8364406731786165,-0.02754464282218843,-2.746223483197829,-0.4350354962753657,1.2869653178628608,1.6068317054708843,0.9079514752234487,-0.08096060940326706,-0.8130063698923987,0.6028049329715855,3.4021375208848803,1.3691065876159163,-0.14704634928633217,0.10964587368509056,-0.4811307309585222,1.2978165104634203
2015-01-21,-4.824479939571006,3.6120501648062233,2.93097421873643,-2.158431366119448,1.2979858501642638,-1.5235040921798926,-0.7030581287374784,2.4024624669052574,2.933737686663905,1.6058011773137737,-0.32374524325335646,-1.3456878110173176,0.2838772513810235,1.9615895029578096,1.586132343882866,1.9217341312839005,0.014661707480742284,-0.24454234111309867,0.7347081892189802
2015-01-22,-4.18465122042086,4.728944755422294,4.817387479928742,-0.5510032947759504,1.5358119502286665,0.2474643180564976,0.2434446908222754,3.4120580075586937,2.809967548469344,1.9856753840956323,0.44720881328804096,-1.2960242732908913,0.7088871307802673,1.859757025972594,1.9504737074888694,0.7333352221523558,-0.399659868244875,-0.3619559280036375,0.7641070277283759
2015-01-23,-3.485323539595487,5.852769741925088,6.85610270381858,0.9378796074895127,1.6408424642759585,1.5480997849226572,0.9828673553167682,3.669117422030379,2.462662431351511,1.553000443764015,0.2499711329803733,-1.4113454989915402,0.28108330460774145,1.787406552917604,1.7940009135842556,0.2975020851685525,-0.9028612259924007,-0.19610029139130083,0.6509512455125598
