Date,Close,Signal,Return,Strategy_Return,Market_Return,Cumulative_Strategy_Return,Cumulative_Market_Return
2015-05-29,0.206,1.0,0.0,0.0,0.0,0.004903441947319953,0.008923055715109207
2015-06-01,0.206,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.005908345389267211,0.009931978770824301
2015-06-02,0.207,1.0,-0.003999999999999976,-0.003999999999999976,-0.003999999999999976,0.001884712007710121,0.005892250855741077
2015-06-03,0.203,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0008828272957024375,0.004886358604885288
2015-06-04,0.202,1.0,0.002999999999999975,0.002999999999999975,0.002999999999999975,0.0038854757775894644,0.007901017680699729
2015-06-05,0.205,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0048893612533669195,0.008908918698380397
2015-06-08,0.206,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0038844718921136057,0.007900009779681971
2015-06-09,0.205,1.0,0.0,0.0,0.0,0.0038844718921136057,0.007900009779681971
2015-06-10,0.205,1.0,-0.001999999999999974,-0.001999999999999974,-0.001999999999999974,0.0018767029483293118,0.005884209760122605
2015-06-11,0.203,1.0,0.0,0.0,0.0,0.0018767029483293118,0.005884209760122605
2015-06-12,0.203,1.0,0.0,0.0,0.0,0.0018767029483293118,0.005884209760122605
2015-06-15,0.203,1.0,0.0,0.0,0.0,0.0018767029483293118,0.005884209760122605
2015-06-16,0.203,1.0,0.0,0.0,0.0,0.0018767029483293118,0.005884209760122605
2015-06-17,0.203,1.0,0.0,0.0,0.0,0.0018767029483293118,0.005884209760122605
2015-06-18,0.203,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,-0.0001270504575673348,0.003872441340602384
2015-06-19,0.201,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0008728224919749561,0.004876313781942976
2015-06-22,0.202,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0018736953144669055,0.005881190095724742
2015-06-23,0.203,1.0,0.0,0.0,0.0,0.0018736953144669055,0.005881190095724742
2015-06-24,0.203,1.0,0.0009999999999999731,0.0009999999999999731,0.0009999999999999731,0.0028755690097812536,0.006887071285820445
2015-06-25,0.204,1.0,-0.0009999999999999731,-0.0009999999999999731,-0.0009999999999999731,0.0018726934407715667,0.005880184214534623
2015-06-26,0.203,1.0,0.001999999999999974,0.001999999999999974,0.001999999999999974,0.0038764388276530948,0.007891944582963717
2015-06-29,0.205,1.0,0.0,0.0,0.0,0.0038764388276530948,0.007891944582963717
2015-06-30,0.205,1.0,0.0,0.0,0.0,0.0038764388276530948,0.007891944582963717
2015-07-01,0.205,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.004880315266480695,0.008899836527546556
2015-07-02,0.206,1.0,0.0,0.0,0.0,0.004880315266480695,0.008899836527546556
2015-07-03,0.206,1.0,0.0030000000000000027,0.0030000000000000027,0.0030000000000000027,0.007894956212280313,0.011926536037129232
2015-07-06,0.209,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.008902851168492543,0.012938462573166332
2015-07-07,0.21,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.009911754019660934,0.01395140103573933
2015-07-08,0.211,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.010921665773680589,0.014965352436774992
2015-07-09,0.212,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.009910744107906932,0.013950387084338267
2015-07-10,0.211,1.0,0.0,0.0,0.0,0.009910744107906932,0.013950387084338267
2015-07-13,0.211,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.011930565596122822,0.015978287858506857
2015-07-14,0.213,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.009906704464930582,0.013946331282789881
2015-07-15,0.211,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.011926517873860343,0.015974223945355526
2015-07-16,0.213,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.010914591355986492,0.014958249721410244
2015-07-17,0.212,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.01192550594734243,0.015973207971131442
2015-07-20,0.213,1.0,0.0,0.0,0.0,0.01192550594734243,0.015973207971131442
2015-07-21,0.213,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.010913580441395121,0.014957234763160354
2015-07-22,0.212,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.011924494021836374,0.015972191997923435
2015-07-23,0.213,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.012936418515858028,0.016988164189921218
2015-07-24,0.214,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.014962291352889734,0.01902214051830109
2015-07-27,0.216,1.0,0.0,0.0,0.0,0.014962291352889734,0.01902214051830109
2015-07-28,0.216,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.012932366770183945,0.01698409623726449
2015-07-29,0.214,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.014958231503724218,0.01901806442973908
2015-07-30,0.216,1.0,0.0,0.0,0.0,0.014958231503724218,0.01901806442973908
2015-07-31,0.216,1.0,0.0,0.0,0.0,0.014958231503724218,0.01901806442973908
2015-08-03,0.216,1.0,0.0,0.0,0.0,0.014958231503724218,0.01901806442973908
2015-08-04,0.216,1.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,0.011913356809213127,0.015961010236449802
2015-08-05,0.213,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.012925270166022296,0.016976971246686068
2015-08-06,0.214,1.0,0.0,0.0,0.0,0.012925270166022296,0.016976971246686068
2015-08-07,0.214,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.010899419625690188,0.014943017304192674
2015-08-10,0.212,1.0,0.0,0.0,0.0,0.010899419625690188,0.014943017304192674
2015-08-11,0.212,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.009888520206064566,0.013928074286888581
2015-08-12,0.211,1.0,-0.0040000000000000036,-0.0040000000000000036,-0.0040000000000000036,0.005848966125240329,0.009872361989740952
2015-08-13,0.207,1.0,0.0,0.0,0.0,0.005848966125240329,0.009872361989740952
2015-08-14,0.207,1.0,0.0,0.0,0.0,0.005848966125240329,0.009872361989740952
2015-08-17,0.207,1.0,0.0,0.0,0.0,0.005848966125240329,0.009872361989740952
2015-08-18,0.207,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.006854815091365429,0.010882234351730524
2015-08-19,0.208,1.0,0.0,0.0,0.0,0.006854815091365429,0.010882234351730524
2015-08-20,0.208,1.0,0.0,0.0,0.0,0.006854815091365429,0.010882234351730524
2015-08-21,0.208,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.007861669906456648,0.011893116586082053
2015-08-24,0.209,1.0,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.012900978255988793,0.01695258216901241
2015-08-25,0.214,1.0,0.0,0.0,0.0,0.012900978255988793,0.01695258216901241
2015-08-26,0.214,1.0,0.0,0.0,0.0,0.012900978255988793,0.01695258216901241
2015-08-27,0.214,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.011888077277732778,0.01593562958684336
2015-08-28,0.213,1.0,0.0,0.0,0.0,0.011888077277732778,0.01593562958684336
2015-08-31,0.213,1.0,0.0030000000000000027,0.0030000000000000027,0.0030000000000000027,0.014923741509565991,0.018983436475604076
2015-09-01,0.216,1.0,0.0030000000000000027,0.0030000000000000027,0.0030000000000000027,0.01796851273409472,0.022040386785030952
2015-09-02,0.219,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.016950544221360664,0.021018346398245846
2015-09-03,0.218,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.017967494765581904,0.022039364744643963
2015-09-04,0.219,1.0,0.0040000000000000036,0.0040000000000000036,0.0040000000000000036,0.022039364744644185,0.026127522203622577
2015-09-07,0.223,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.021017325379899532,0.02510139468141892
2015-09-08,0.222,1.0,-0.0040000000000000036,-0.0040000000000000036,-0.0040000000000000036,0.01693325607837992,0.021000989102693213
2015-09-09,0.218,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.01896712259053679,0.02304299108089869
2015-09-10,0.22,1.0,-0.0040000000000000036,-0.0040000000000000036,-0.0040000000000000036,0.014891254100174667,0.018950819116575035
2015-09-11,0.216,1.0,0.0,0.0,0.0,0.014891254100174667,0.018950819116575035
2015-09-14,0.216,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.01387636284607452,0.01793186829745852
2015-09-15,0.215,1.0,0.0,0.0,0.0,0.01387636284607452,0.01793186829745852
2015-09-16,0.215,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.011848610120382297,0.015896004560863597
2015-09-17,0.213,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.012860458730502566,0.016911900565424354
2015-09-18,0.214,1.0,0.0,0.0,0.0,0.012860458730502566,0.016911900565424354
2015-09-21,0.214,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.013873319189232847,0.017928812465989763
2015-09-22,0.215,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.015901065827611305,0.019964670090921732
2015-09-23,0.217,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.01793286795926652,0.022004599431103555
2015-09-24,0.219,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.01691493509130715,0.02098259483167242
2015-09-25,0.218,1.0,0.0,0.0,0.0,0.01691493509130715,0.02098259483167242
2015-09-28,0.218,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0179318500263983,0.02200357742650394
2015-09-29,0.219,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0189497818764246,0.023025581003930373
2015-09-30,0.22,1.0,0.0,0.0,0.0,0.0189497818764246,0.023025581003930373
2015-10-01,0.22,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.017930832094548155,0.022002555422926395
2015-10-02,0.219,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.016912901262453595,0.020980552867503555
2015-10-05,0.218,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.015895988361191105,0.019959572314635965
2015-10-06,0.217,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.013864196384468785,0.017919653170006766
2015-10-07,0.215,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.011836467991699795,0.015883813863666774
2015-10-08,0.213,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.010824631523708161,0.014867930049803135
2015-10-09,0.212,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.008802982260660785,0.012838194189703556
2015-10-12,0.21,1.0,0.0,0.0,0.0,0.008802982260660785,0.012838194189703556
2015-10-13,0.21,1.0,0.0030000000000000027,0.0030000000000000027,0.0030000000000000027,0.011829391207442974,0.015876708772272874
2015-10-14,0.213,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.009805732425028024,0.013844955354728405
2015-10-15,0.211,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.008795926692602984,0.01283111039937368
2015-10-16,0.21,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.009804722619295436,0.013843941509772861
2015-10-19,0.211,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.010814527341914681,0.014857785451282579
2015-10-20,0.212,1.0,0.0,0.0,0.0,0.010814527341914681,0.014857785451282579
2015-10-21,0.212,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.011825341869256434,0.015872643236733763
2015-10-22,0.213,1.0,0.0,0.0,0.0,0.011825341869256434,0.015872643236733763
2015-10-23,0.213,1.0,0.0,0.0,0.0,0.011825341869256434,0.015872643236733763
2015-10-26,0.213,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.010813516527387268,0.014856770593496993
2015-10-27,0.212,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.01283514356044213,0.016886484134684077
2015-10-28,0.214,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.014860813847562993,0.01892025710295342
2015-10-29,0.216,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.015875674661410377,0.019939177360056348
2015-10-30,0.217,1.0,0.0,0.0,0.0,0.015875674661410377,0.019939177360056348
2015-11-02,0.217,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.01485979898674894,0.018919238182696363
2015-11-03,0.216,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.013844939187762195,0.017900318944513716
2015-11-04,0.215,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.014858784126949853,0.018918219263458047
2015-11-05,0.216,1.0,0.0,0.0,0.0,0.014858784126949853,0.018918219263458047
2015-11-06,0.216,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.01688850169520384,0.020956055701985
2015-11-09,0.218,1.0,0.0,0.0,0.0,0.01688850169520384,0.020956055701985
2015-11-10,0.218,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.01790539019689885,0.02197701175768696
2015-11-11,0.219,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.01586957941650513,0.019933057734171644
2015-11-12,0.217,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.013837840257672207,0.017893191618703286
2015-11-13,0.215,1.0,0.0,0.0,0.0,0.013837840257672207,0.017893191618703286
2015-11-16,0.215,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.014851678097929755,0.018911084810321777
2015-11-17,0.216,1.0,0.0,0.0,0.0,0.014851678097929755,0.018911084810321777
2015-11-18,0.216,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.01383682641983186,0.01789217372551155
2015-11-19,0.215,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.011809152766992126,0.015856389378060554
2015-11-20,0.213,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.009785534461458134,0.01382467659930442
2015-11-23,0.211,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.011805105530380944,0.015852325952502966
2015-11-24,0.213,1.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,0.008769690213789705,0.012804768974645553
2015-11-25,0.21,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.00977845990400339,0.013817573743620137
2015-11-26,0.211,1.0,0.0,0.0,0.0,0.00977845990400339,0.013817573743620137
2015-11-27,0.211,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.010788238363907299,0.014831391317363662
2015-11-30,0.212,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.00977745012554343,0.013816559926046246
2015-12-01,0.211,1.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,0.0067481177751667065,0.010775110246268094
2015-12-02,0.208,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.007754865892941831,0.011785885356514259
2015-12-03,0.209,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0067471110270489465,0.010774099471157816
2015-12-04,0.208,1.0,0.0,0.0,0.0,0.0067471110270489465,0.010774099471157816
2015-12-07,0.208,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.008760605249102937,0.012795647670100108
2015-12-08,0.21,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.009769365854351841,0.013808443317770092
2015-12-09,0.211,1.0,0.0,0.0,0.0,0.009769365854351841,0.013808443317770092
2015-12-10,0.211,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.007749827122643049,0.011780826431134539
2015-12-11,0.209,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.008757576949765644,0.01279260725756548
2015-12-14,0.21,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.007748819372815907,0.011779814650307863
2015-12-15,0.209,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.008756568192188618,0.012791594464958145
2015-12-16,0.21,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0077478116239964034,0.011778802870493266
2015-12-17,0.209,1.0,0.0030000000000000027,0.0030000000000000027,0.0030000000000000027,0.01077105505886844,0.014814139279104799
2015-12-18,0.212,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.008749512948750704,0.012784511000546672
