Date,Close,Signal,Return,Strategy_Return,Market_Return,Cumulative_Strategy_Return,Cumulative_Market_Return
2015-01-28,0.197,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,0.197,1.0,0.0040000000000000036,0.0,0.0040000000000000036,0.0,0.0040000000000000036
2015-01-30,0.201,1.0,0.0,0.0,0.0,0.0,0.0040000000000000036
2015-02-02,0.201,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0029959999999999987
2015-02-03,0.2,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-1.000000000139778e-06,0.003998995999999977
2015-02-04,0.201,1.0,0.0,0.0,0.0,-1.000000000139778e-06,0.003998995999999977
2015-02-05,0.201,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.001000999000000169,0.0029949970039999663
2015-02-06,0.2,1.0,0.0,0.0,0.0,-0.001000999000000169,0.0029949970039999663
2015-02-09,0.2,1.0,0.0,0.0,0.0,-0.001000999000000169,0.0029949970039999663
2015-02-10,0.2,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-1.9999990003016777e-06,0.003997992001003814
2015-02-11,0.201,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.000997998001000644,0.0050019899930047185
2015-02-12,0.202,1.0,0.0,0.0,0.0,0.000997998001000644,0.0050019899930047185
2015-02-13,0.202,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-2.9999970003746768e-06,0.003996988003011737
2015-02-16,0.201,1.0,0.0,0.0,0.0,-2.9999970003746768e-06,0.003996988003011737
2015-02-17,0.201,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.001002996997003347,0.002992991015008828
2015-02-18,0.2,1.0,0.0,0.0,0.0,-0.001002996997003347,0.002992991015008828
2015-02-19,0.2,1.0,0.0,0.0,0.0,-0.001002996997003347,0.002992991015008828
2015-02-20,0.2,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.002001994000006335,0.001989998023993911
2015-02-23,0.199,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.001003995994006468,0.002991988022017722
2015-02-24,0.2,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.00200299199801246,0.0019889960339956048
2015-02-25,0.199,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0030009890060144206,0.000987007037961618
2015-02-26,0.198,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,-0.0010069909840264568,0.002988981052037598
2015-02-27,0.2,1.0,0.0,0.0,0.0,-0.0010069909840264568,0.002988981052037598
2015-03-02,0.2,1.0,0.0,0.0,0.0,-0.0010069909840264568,0.002988981052037598
2015-03-03,0.2,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.002005983993042415,0.0019859920709854872
2015-03-04,0.199,1.0,0.0,0.0,0.0,-0.002005983993042415,0.0019859920709854872
2015-03-05,0.199,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.0010079899770355505,0.0029879780630563957
2015-03-06,0.2,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0009899940430104781,0.004993954019182567
2015-03-09,0.202,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.001990984037053334,0.005998947973201663
2015-03-10,0.203,1.0,0.0009999999999999731,0.0009999999999999731,0.0009999999999999731,0.002992975021090194,0.007004946921174815
2015-03-11,0.204,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.003995967996111238,0.00801195186809589
2015-03-12,0.205,1.0,-0.002999999999999975,-0.002999999999999975,-0.002999999999999975,0.0009839800921229713,0.004987916012491489
2015-03-13,0.202,1.0,0.001999999999999974,0.001999999999999974,0.001999999999999974,0.002985948052307119,0.00699789184451638
2015-03-16,0.204,1.0,0.0,0.0,0.0,0.002985948052307119,0.00699789184451638
2015-03-17,0.204,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.003988934000359379,0.00800488973636071
2015-03-18,0.205,1.0,-0.002999999999999975,-0.002999999999999975,-0.002999999999999975,0.0009769671983583805,0.004980875067151613
2015-03-19,0.202,1.0,0.003999999999999976,0.003999999999999976,0.003999999999999976,0.004980875067151835,0.00900079856742031
2015-03-20,0.206,1.0,-0.003999999999999976,-0.003999999999999976,-0.003999999999999976,0.0009609515668831392,0.004964795373150643
2015-03-23,0.202,1.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,-0.002041931287817489,0.0019499009870311834
2015-03-24,0.199,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.0010439732191054318,0.0029518508880181926
2015-03-25,0.2,1.0,0.0,0.0,0.0,-0.0010439732191054318,0.0029518508880181926
2015-03-26,0.2,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-4.5017192324636746e-05,0.003954802738906027
2015-03-27,0.201,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0009549377904829459,0.004958757541644765
2015-03-30,0.202,1.0,0.002999999999999975,0.002999999999999975,0.002999999999999975,0.003957802603854255,0.00797363381426952
2015-03-31,0.205,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.005965718209061999,0.009989581081897958
2015-04-01,0.207,1.0,0.0,0.0,0.0,0.005965718209061999,0.009989581081897958
2015-04-02,0.207,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0069716839272708775,0.01099957066297974
2015-04-03,0.208,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.007978655611198038,0.012010570233642603
2015-04-06,0.209,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.005962698299975644,0.009986549093175423
2015-04-07,0.207,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.004956735601675755,0.0089765625440823
2015-04-08,0.206,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.003951778866074118,0.007967585981538239
2015-04-09,0.205,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.002947827087208088,0.006959618395556699
2015-04-10,0.204,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.003950774914295296,0.007966578013952175
2015-04-13,0.205,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.005958676464123958,0.009982511169980057
2015-04-14,0.207,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.004952717787659822,0.008972528658810042
2015-04-15,0.206,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.003947765069872267,0.007963556130151206
2015-04-16,0.205,1.0,-0.002999999999999975,-0.002999999999999975,-0.002999999999999975,0.0009359217746627291,0.004939665461760834
2015-04-17,0.202,1.0,0.0,0.0,0.0,0.0009359217746627291,0.004939665461760834
2015-04-20,0.202,1.0,0.001999999999999974,0.001999999999999974,0.001999999999999974,0.0029377936182120035,0.006949544792684392
2015-04-21,0.204,1.0,0.0,0.0,0.0,0.0029377936182120035,0.006949544792684392
2015-04-22,0.204,1.0,-0.0009999999999999731,-0.0009999999999999731,-0.0009999999999999731,0.0019348558245937397,0.005942595247891758
2015-04-23,0.203,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0009329209687691797,0.004936652652643758
2015-04-24,0.202,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-6.801195219963141e-05,0.003931715999991203
2015-04-27,0.201,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.001067943940247451,0.0029277842839912083
2015-04-28,0.2,1.0,-0.0040000000000000036,-0.0040000000000000036,-0.0040000000000000036,-0.0050636721644864435,-0.0010839268531447344
2015-04-29,0.196,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.004068735836651016,-8.50107799980071e-05
2015-04-30,0.197,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,-0.0020768733083242896,0.0019148191984419416
2015-05-01,0.199,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.0010789501816327318,0.0029167340176403656
2015-05-04,0.2,1.0,0.0,0.0,0.0,-0.0010789501816327318,0.0029167340176403656
2015-05-05,0.2,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,-0.003076792281269447,0.0009109005496050759
2015-05-06,0.198,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.004073715488988161,-9.001035094458043e-05
2015-05-07,0.197,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,-0.0020818629199661487,0.0019098096283536314
2015-05-08,0.199,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0030797810570462048,0.0009078998187252996
2015-05-11,0.198,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.002082860838103384,0.001908807718543848
2015-05-12,0.199,1.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,-0.004078695116427222,-9.500989689326111e-05
2015-05-13,0.197,1.0,-0.0040000000000000036,-0.0040000000000000036,-0.0040000000000000036,-0.008062380335961516,-0.004094629857305687
2015-05-14,0.193,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,-0.006078505096633435,-0.0021028191170202604
2015-05-15,0.195,1.0,0.0,0.0,0.0,-0.006078505096633435,-0.0021028191170202604
2015-05-18,0.195,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,-0.004090662106826737,-0.00010702475525425914
2015-05-19,0.197,1.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,-0.003094752768933673,0.0008928682199904614
2015-05-20,0.198,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,-0.0011009422744715502,0.002894653956430515
2015-05-21,0.2,1.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,-0.0020998413321970943,0.0018917593024740942
2015-05-22,0.199,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,-0.00010404101486150008,0.0038955428210789567
2015-05-25,0.201,1.0,0.0,0.0,0.0,-0.00010404101486150008,0.0038955428210789567
2015-05-26,0.201,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0018957509031087838,0.005903333906721153
2015-05-27,0.203,1.0,0.0009999999999999731,0.0009999999999999731,0.0009999999999999731,0.0028976466540118206,0.0069092372406278635
2015-05-28,0.204,1.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.004903441947319953,0.008923055715109207
