Pair,Best_Meta_Model,Signal_Count,Buy_Signals,Sell_Signals,Hold_Signals,Cumulative_Return,Market_Return,Outperformance,Timestamp
CNYAUD,logistic,2643,2642,0,1,0.009743359608034297,0.013782333046471251,-0.004038973438436955,2025-03-17 18:18:27
